id,type,size,locality,price
973,1,27,9,10000
974,3,53,4,12300
975,5,113,0,24500
976,3,89,3,39952
977,7,63,6,12900
978,3,52,3,11990
979,7,130,5,40000
980,7,130,5,40000
981,3,37,8,12000
982,5,82,5,17500
983,5,154,3,59800
984,5,127,2,59000
985,6,143,0,33000
986,4,43,4,14000
987,4,68,2,20000
988,1,46,2,16000
989,5,55,5,19900
990,4,55,6,12500
991,4,60,3,20000
992,11,17,9,5900
993,5,96,1,21000
994,4,82,4,17000
995,4,70,2,23000
996,2,36,0,8000
997,1,29,4,9000
998,1,27,10,9500
999,5,108,2,35000
1000,1,33,4,12000
1001,7,140,2,45000
1002,2,40,4,14000
1003,6,70,4,18000
1004,9,195,6,80000
1005,6,99,3,37500
1006,6,90,3,34000
1007,4,121,5,33000
1008,5,91,5,55000
1009,4,70,4,15000
1010,4,52,10,13500
1011,5,78,10,17500
1012,2,34,0,10990
1013,4,85,4,12000
1014,4,55,4,12500
1015,7,107,8,27000
1016,7,117,10,29900
1017,6,108,2,38000
1018,6,103,2,25000
1019,3,42,6,12000
1020,8,120,7,41500
1021,7,144,3,44000
1022,5,93,7,41000
1023,5,89,4,25000
1024,7,181,5,58250
1025,4,75,2,32000
1026,3,89,3,39952
1027,3,45,2,27000
1028,7,195,7,75000
1029,5,116,2,54805
1030,7,135,3,89891
1031,3,72,2,28000
1032,3,54,2,29000
1033,7,166,3,119855
1034,5,147,2,59800
1035,7,135,3,92964
1036,3,53,0,17500
1037,3,66,3,20000
1038,1,20,5,8000
1039,3,36,8,13000
1040,3,61,0,18000
1041,5,113,3,24500
1042,1,31,0,11500
1043,3,82,5,22000
1044,1,30,6,17000
1045,4,54,9,17000
1046,1,31,5,18000
1047,3,68,5,20000
1048,4,89,10,19900
1049,5,100,2,50000
1050,3,51,9,16900
1051,5,88,2,39000
1052,5,74,2,23200
1053,5,92,5,37000
1054,6,94,8,36000
1055,3,72,2,27500
1056,3,64,4,13000
1057,2,45,10,11000
1058,4,50,4,12900
1059,5,100,3,21990
1060,3,45,0,15000
1061,4,51,6,16000
1062,3,81,5,23000
1063,5,69,4,18500
1064,4,50,3,13000
1065,5,109,2,29950
1066,1,45,0,13950
1067,3,42,0,11000
1068,4,57,0,19900
1069,3,54,0,19900
1070,8,98,2,32000
1071,1,94,10,12500
1072,4,92,5,32900
1073,5,90,4,25000
1074,3,61,9,17000
1075,3,106,1,36000
1076,3,48,3,19500
1077,6,130,3,35000
1078,1,33,5,10000
1079,5,102,2,34000
1080,4,65,2,24000
1081,1,64,8,14900
1082,6,110,3,28000
1083,3,47,2,21000
1084,3,42,3,16500
1085,3,53,7,22000
1086,10,182,3,49900
1087,4,81,2,26000
1088,3,40,9,13000
1089,5,113,3,24500
1090,3,81,1,25000
1091,5,89,3,42000
1092,1,60,6,24500
1093,5,80,5,18000
1094,3,64,5,15500
1095,9,190,8,40000
1096,5,86,0,24990
1097,3,64,3,21000
1098,3,61,3,21000
1099,3,50,0,13000
1100,1,40,4,10500
1101,3,62,10,12500
1102,4,53,0,17000
1103,3,65,0,14990
1104,4,56,10,16800
1105,1,23,10,9000
1106,5,76,10,20000
1107,8,121,5,21000
1108,6,110,1,48000
1109,3,50,9,14900
1110,1,34,10,14000
1111,3,65,5,13500
1112,6,70,4,16000
1113,3,56,10,15400
1114,5,98,2,35800
1115,2,30,1,17500
1116,6,85,6,18200
1117,3,44,0,16000
1118,6,54,6,13000
1119,4,70,1,20000
1120,1,32,0,11300
1121,4,73,2,25500
1122,4,73,2,25500
1123,4,65,10,14000
1124,2,30,0,9600
1125,1,18,1,11500
1126,1,32,4,10000
1127,3,42,4,13500
1128,4,60,6,18000
1129,1,26,3,14000
1130,1,34,8,11500
1131,3,64,10,14220
1132,3,63,5,17000
1133,1,45,9,15500
1134,7,166,3,119855
1135,4,60,9,12000
1136,2,30,6,9000
1137,1,25,0,11000
1138,2,45,10,12000
1139,6,62,2,18000
1140,6,103,1,52000
1141,2,36,9,13000
1142,3,50,3,12000
1143,6,104,1,52000
1144,6,107,2,38000
1145,3.0,81.0,7.0,
1146,3,40,2,20000
1147,7,166,3,119800
1148,3,45,5,14000
1149,3,65,6,17500
1150,3,50,8,14000
1151,4,50,3,17000
1152,3,45,3,12000
1153,1,21,3,8000
1154,5,85,8,31900
1155,3,70,6,17800
1156,3,63,0,18000
1157,3,42,9,13500
1158,5,72,3,21000
1159,3,62,5,18000
1160,3,60,9,15500
1161,3,66,4,17000
1162,3,45,4,9500
1163,1,42,9,11000
1164,3,41,4,12000
1165,6,67,4,19500
1166,4,51,4,13000
1167,6,97,1,24000
1168,3,66,1,30000
1169,4,50,10,13000
1170,3,50,10,15000
1171,1,40,10,14000
1172,3,55,9,18000
1173,6,120,6,31000
1174,5,82,4,15000
1175,3,42,4,14000
1176,3,58,5,17500
1177,3,52,6,18500
1178,6,81,9,16990
1179,3,48,4,14800
1180,3,63,5,13500
1181,4,55,9,15000
1182,5,81,5,18000
1183,3,52,3,22500
1184,5,87,0,20000
1185,1,34,1,19900
1186,5,75,3,18900
1187,5,104,1,48000
1188,3,41,6,12700
1189,5,78,2,39000
1190,5,75,9,20000
1191,5,92,2,45000
1192,4,65,1,31000
1193,5,77,6,16000
1194,1,34,10,10500
1195,7,170,7,68000
1196,1,35,5,11500
1197,1,34,10,12500
1198,2,60,6,13990
1199,1,33,9,13000
1200,3,49,5,12500
1201,2,37,0,9900
1202,2,30,0,16900
1203,3,57,8,16000
1204,3,131,5,20000
1205,6,120,10,27000
1206,3,44,4,13000
1207,1,21,0,8000
1208,5,85,4,18000
1209,2,41,0,12500
1210,1,38,10,11000
1211,6,66,0,15000
1212,6,58,0,19999
1213,5,56,2,31500
1214,3,55,4,16000
1215,2,43,8,13500
1216,5,68,10,18000
1217,5,85,10,21000
1218,3,67,6,15500
1219,3,106,5,19500
1220,4,81,3,19000
1221,5,92,1,45000
1222,6,103,4,21500
1223,5,80,0,26000
1224,3,45,3,15000
1225,2,46,4,14500
1226,2,44,4,14000
1227,3,59,5,17000
1228,4,51,9,15500
1229,3,60,5,23000
1230,3,58,4,16000
1231,1,34,8,12500
1232,3,47,3,16000
1233,1,31,5,13500
1234,3,41,7,16000
1235,3,48,0,14000
1236,6,98,2,33500
1237,3,48,5,14900
1238,3,50,0,13500
1239,3,50,1,22000
1240,4,90,1,26000
1241,1,46,0,14000
1242,7,160,0,36000
1243,4,56,0,19900
1244,,300,0,89000
1245,3,42,9,15000
1246,3,41,2,13000
1247,3,92,3,22500
1248,3,52,1,27000
1249,8,120,7,41500
1250,3,51,5,20600
1251,3,53,10,14900
1252,1,35,10,11900
1253,3,55,7,18000
1254,3,47,7,16000
1255,5,76,5,20000
1256,7,200,3,119000
1257,1,38,9,14000
1258,5,95,0,24000
1259,3,59,9,14000
1260,3,58,5,23000
1261,1,65,7,15500
1262,6,78,5,15000
1263,4,59,8,13900
1264,5,120,0,25000
1265,5,69,6,17000
1266,7,200,3,119000
1267,1,30,4,13000
1268,5,88,8,39000
1269,1,33,10,14000
1270,4,75,6,18000
1271,5,70,9,25000
1272,6,80,4,16500
1273,4,65,10,14900
1274,5,92,1,45000
1275,7,135,5,34990
1276,5,103,3,29990
1277,4,80,8,18990
1278,1,28,9,9000
1279,1,25,0,9000
1280,3,74,1,35000
1281,2,37,5,18000
1282,5,111,8,22500
1283,5,65,5,18500
1284,3,60,4,16000
1285,8,132,7,41500
1286,3,52,1,27000
1287,5,140,8,28000
1288,1,35,3,17000
1289,1,21,3,14900
1290,5,95,7,23000
1291,3,60,0,25000
1292,3,45,4,13000
1293,6,109,10,21000
1294,5,80,6,25000
1295,5,87,0,26000
1296,3,90,3,22999
1297,3,52,5,21999
1298,3,60,10,24215
1299,3,71,3,20999
1300,1,53,3,16837
1301,1,43,3,16621
1302,3,52,2,16000
1303,1,35,7,15000
1304,5,118,8,26500
1305,2,36,2,15000
1306,4,70,2,21000
1307,4,62,4,19700
1308,1,23,5,9000
1309,3,88,5,26000
1310,4,45,4,14500
1311,4,64,4,17000
1312,1,56,4,13500
1313,1,34,8,10000
1314,7,72,4,17800
1315,3,51,4,25000
1316,7,107,1,45000
1317,4,77,0,38000
1318,5,69,1,31000
1319,8,174,0,89000
1320,4,76,0,41500
1321,10,202,0,90000
1322,6,104,0,48000
1323,4,135,0,56000
1324,7.0,75.0,0.0,
1325,5,146,4,80000
1326,5,88,5,25000
1327,3,46,0,14500
1328,1,25,5,10000
1329,3,40,5,15000
1330,4,67,1,18900
1331,4,60,2,22000
1332,3,48,9,13000
1333,3,60,2,26000
1334,1,38,9,11000
1335,7,142,6,59000
1336,5,81,2,28000
1337,1,37,2,18000
1338,4,88,1,24000
1339,7,164,6,70000
1340,2,52,4,14000
1341,6,68,6,19000
1342,3,69,8,20500
1343,7,155,6,50000
1344,5,67,2,31000
1345,3,64,5,20000
1346,4,48,6,14900
1347,1,38,2,18900
1348,5,64,0,17500
1349,3,55,8,15000
1350,3,45,8,15000
1351,3,46,8,14000
1352,4,65,3,16000
1353,7,79,0,20000
1354,11,20,9,5500
1355,6,106,2,38000
1356,3,57,0,20000
1357,5,72,9,19000
1358,8,200,1,35000
1359,3,82,5,17000
1360,6,100,1,29000
1361,3,70,1,35000
1362,3,54,10,15500
1363,1,22,10,9000
1364,3,40,9,11700
1365,1,34,9,12000
1366,3,30,5,13000
1367,3,51,8,18500
1368,2,35,3,14000
1369,3,50,3,17900
1370,3,36,3,16000
1371,2,45,10,14000
1372,3,51,8,18500
1373,3,59,0,18900
1374,3,56,1,26000
1375,4,58,4,18000
1376,8,133,6,40500
1377,2,40,2,21000
1378,4,54,1,19600
1379,5,72,8,18000
1380,7,110,5,20000
1381,3,44,2,18300
1382,4,75,6,15000
1383,4,52,2,14000
1384,1,30,9,12500
1385,1,30,0,11500
1386,5,84,7,21000
1387,3,43,7,13500
1388,3,51,10,12990
1389,6,167,2,60000
1390,3,90,4,17990
1391,1,45,9,13500
1392,4,55,10,13000
1393,6,60,2,16000
1394,3,42,8,12500
1395,1,38,9,9800
1396,4,54,10,14900
1397,4,75,3,19500
1398,3,54,0,16000
1399,5,102,3,22000
1400,1,30,9,10000
1401,4,66,10,15500
1402,5,140,5,27000
1403,12,19,0,7500
1404,1,33,4,10100
1405,3,40,3,15800
1406,4,55,10,14000
1407,4,73,0,19000
1408,1,32,9,13500
1409,7,120,3,45000
1410,3,63,3,20000
1411,1,19,9,14000
1412,3,47,0,11000
1413,6,86,0,21000
1414,1,55,8,21000
1415,5,63,10,16000
1416,1,28,10,12000
1417,2,43,5,12000
1418,5,57,10,14000
1419,12,164,2,28000
1420,3,60,9,17000
1421,5,79,5,27000
1422,3,45,9,10800
1423,1,21,0,12000
1424,5,94,2,27000
1425,5,83,3,21000
1426,5.0,129.0,4.0,
1427,5,140,1,75000
1428,5,138,4,130000
1429,4,75,1,25000
1430,3,73,2,27900
1431,3,66,2,24500
1432,5,102,1,30000
1433,3,58,5,32000
1434,1,41,9,12000
1435,6,95,5,29000
1436,4,53,4,13400
1437,2,51,3,11900
1438,3,42,2,32000
1439,7,125,6,29000
1440,5,65,5,17000
1441,4,48,9,21000
1442,1,30,9,10000
1443,2,40,8,12500
1444,1,30,10,7000
1445,4,75,0,22000
1446,1,30,10,12000
1447,6,115,0,40000
1448,3,50,5,14499
1449,2,35,9,9000
1450,1,18,9,6000
1451,3,54,3,25000
1452,1,55,8,16000
1453,5,65,4,17999
1454,3,70,8,19000
1455,1,45,5,12000
1456,7,157,8,45000
1457,4,67,10,13000
1458,3,71,7,28000
1459,1,40,6,13000
1460,6,102,7,25000
1461,3,65,6,16900
1462,6,73,10,15000
1463,4,59,3,15000
1464,4,75,2,24000
1465,3,32,0,11300
1466,4,57,6,13300
1467,4,73,2,25500
1468,1,24,5,11500
1469,4,62,9,15900
1470,5,103,9,27000
1471,3,47,6,18000
1472,6,100,2,34999
1473,7,128,2,51000
1474,3,40,4,15000
1475,8,167,6,65000
1476,7,136,5,21000
1477,3,40,10,12000
1478,1,36,6,10500
1479,3,68,2,28000
1480,2,40,4,13000
1481,5,86,3,25000
1482,3,49,8,13200
1483,4,55,10,14000
1484,4,75,8,17000
1485,3,43,6,13200
1486,5,83,5,28000
1487,7,266,3,80000
1488,1,32,10,11500
1489,3,56,10,17000
1490,3,54,5,13000
1491,5,72,10,27000
1492,1,20,2,11000
1493,5,70,9,14000
1494,3,43,0,13900
1495,3,57,5,21000
1496,3,45,8,11000
1497,7,70,3,24000
1498,5,125,9,35000
1499,4,63,1,20790
1500,6,102,10,24000
1501,8,115,1,33000
1502,3,41,5,13800
1503,3,47,3,15000
1504,3,78,3,23000
1505,6,83,3,24000
1506,5,75,5,22000
1507,1,35,8,11000
1508,6,112,6,35000
1509,2,40,6,13300
1510,5,89,5,29000
1511,3,56,9,14900
1512,3,58,9,21000
1513,3,81,1,25000
1514,3,51,3,18500
1515,6,160,3,30000
1516,6,73,9,15000
1517,5,132,1,45000
1518,1,41,6,12500
1519,3,53,5,14500
1520,7,200,6,51900
1521,4,68,10,15900
1522,2,40,8,12500
1523,3,54,0,18000
1524,3,69,10,20000
1525,5,80,8,18000
1526,3,65,1,35000
1527,5,85,0,24000
1528,3,40,9,14500
1529,9,247,8,48000
1530,6,117,1,30000
1531,6,145,2,35000
1532,3,54,2,16000
1533,3,44,2,15700
1534,5,94,7,26000
1535,,250,1,110000
1536,5,98,1,21000
1537,6,110,1,40000
1538,3,48,5,14400
1539,3,56,5,18200
1540,5,84,0,17900
1541,5,101,5,26500
1542,1,30,4,10500
1543,4,89,0,21000
1544,1,38,0,14500
1545,7.0,103.0,3.0,
1546,6,83,3,24000
1547,2,40,4,11700
1548,1,22,0,11000
1549,3,85,8,24000
1550,6,110,1,40000
1551,3,33,9,16000
1552,7,110,2,60000
1553,2,38,0,12000
1554,3,64,5,20000
1555,1,30,4,12900
1556,1,44,2,18000
1557,4,59,4,12500
1558,6,98,0,33500
1559,4,58,0,12900
1560,3,60,6,20000
1561,2,33,4,10000
1562,1,11,5,11700
1563,2,34,3,13900
1564,5,87,8,23000
1565,3,65,0,20000
1566,5,130,6,40000
1567,3,73,7,28000
1568,3,74,5,16500
1569,3,60,0,18300
1570,6,121,0,28600
1571,5,78,4,23000
1572,1,39,10,13000
1573,5,88,3,15000
1574,5,145,7,48000
1575,3,38,4,15000
1576,4,64,2,16500
1577,2,37,4,12100
1578,5,78,1,25800
1579,3,53,10,16500
1580,5,64,8,12000
1581,3,46,8,13500
1582,3,48,9,12500
1583,3,45,9,10500
1584,3,123,4,39800
1585,2,40,4,7000
1586,3,43,6,13000
1587,3,52,4,17000
1588,1,42,4,13400
1589,5,89,3,22000
1590,5,111,7,41000
1591,7,200,3,119000
1592,3,47,10,12000
1593,3,62,9,17500
1594,10,198,6,65000
1595,1,28,4,10000
1596,5,75,5,25000
1597,4,54,4,14500
1598,4,52,7,16500
1599,4,81,1,23500
1600,6,70,6,20000
1601,3,54,10,16500
1602,4,60,6,19900
1603,3,64,6,20000
1604,3,49,4,11000
1605,4,71,9,20000
1606,3,67,5,18000
1607,1,31,0,14000
1608,5,42,0,12000
1609,4,53,4,11800
1610,1,34,9,10990
1611,5,120,5,42000
1612,6,70,5,16000
1613,3,58,10,18500
1614,1,44,0,14500
1615,3,53,5,15500
1616,5,91,0,23500
1617,1,46,4,13000
1618,3,56,0,18000
1619,7,100,4,30000
1620,5,70,5,20000
1621,5,78,8,18000
1622,2,45,6,13000
1623,1,42,9,11200
1624,1,46,5,13500
1625,3,50,4,20000
1626,3,48,0,15000
1627,7,121,10,29000
1628,8,79,0,17000
1629,8,120,0,39900
1630,3,44,2,18300
1631,3,65,6,24000
1632,12,40,9,13500
1633,3,71,7,28000
1634,1,35,6,11000
1635,4,47,6,15900
1636,6,67,9,16000
1637,3,47,8,16900
1638,4,67,5,18500
1639,3,46,5,17900
1640,3,62,4,18000
1641,3,50,10,15000
1642,6,70,8,17000
1643,1,27,6,12000
1644,11,20,0,8000
1645,2,41,4,13400
1646,3,55,2,26000
1647,5,78,4,18000
1648,4,53,4,12000
1649,6,108,2,36500
1650,4,65,10,13500
1651,3,45,5,14000
1652,3,56,5,13500
1653,4,45,7,16900
1654,6,83,4,19000
1655,4,47,5,15990
1656,1,32,10,11900
1657,3,45,10,14000
1658,6,104,1,35000
1659,2,38,3,11900
1660,3,48,3,16000
1661,1,37,0,13000
1662,5,84,0,20600
1663,3.0,77.0,4.0,
1664,1,23,1,10000
1665,5,77,5,20000
1666,5,95,5,26000
1667,5,100,0,27000
1668,3,60,0,17500
1669,4,80,0,23000
1670,2,35,0,13000
1671,7,142,2,87000
1672,6,118,6,32000
1673,3,60,6,30000
1674,5,100,6,45000
1675,5,112,6,35000
1676,3,50,8,20700
1677,5,75,5,17300
1678,1,31,6,12700
1679,6,105,0,53000
1680,4,80,1,44000
1681,5,103,0,52000
1682,10,192,1,150000
1683,6,105,0,50000
1684,3,58,8,12500
1685,6,79,5,22000
1686,1,44,2,18000
1687,2,40,2,16000
1688,4,56,0,10000
1689,4,57,0,14500
1690,3,55,0,23000
1691,2,44,2,14000
1692,8,95,0,21500
1693,3,57,5,22000
1694,1,31,10,11200
1695,3,65,3,18000
1696,9,227,6,55000
1697,3,45,2,17000
1698,3,45,7,16500
1699,3,43,5,13000
1700,3,55,10,17990
1701,6,120,1,31000
1702,2,55,4,12000
1703,4,55,10,11900
1704,1,31,7,12000
1705,12,75,1,25000
1706,5,71,5,24000
1707,3,57,9,15990
1708,1,25,2,11000
1709,3,64,4,15600
1710,1,33,8,12000
1711,4,60,2,22000
1712,3,60,5,17000
1713,3,52,4,14000
1714,3,45,5,12000
1715,7,194,7,75000
1716,3,60,3,18000
1717,2,35,5,15000
1718,5,100,5,28000
1719,1,27,9,11000
1720,3,84,3,22000
1721,6,80,6,23000
1722,5,139,3,35000
1723,5,83,3,30000
1724,1,25,0,14500
1725,6,74,4,19990
1726,9,201,0,45000
1727,3,40,5,18000
1728,3,48,0,14900
1729,3,60,0,22000
1730,3,45,6,16000
1731,3,48,7,15400
1732,4,75,5,20000
1733,3,43,8,14000
1734,3,68,8,23000
1735,1,35,2,11000
1736,6,130,10,18000
1737,3,58,5,18000
1738,11,15,0,7700
1739,3,60,5,17000
1740,3,58,5,20000
1741,1,35,2,11000
1742,5,97,8,19999
1743,6,81,6,18000
1744,11,20,4,10000
1745,1,43,0,13000
1746,1,43,4,13000
1747,7,125,2,31000
1748,1,31,4,15000
1749,3,59,8,23000
1750,4,55,3,13000
1751,1,34,8,10000
1752,5,85,5,24000
1753,3,56,5,13500
1754,1,33,8,9000
1755,1,43,5,12000
1756,1,37,10,10000
1757,3,49,0,14400
1758,3,60,10,15000
1759,6,107,1,37450
1760,4,126,1,30000
1761,3,45,1,15400
1762,7,166,3,119800
1763,1,52,5,13000
1764,3,46,5,15600
1765,3,36,10,14000
1766,3,50,5,14500
1767,5,68,5,16500
1768,3,48,7,15000
1769,1,44,2,18000
1770,1,37,5,11500
1771,6,84,9,20000
1772,3,44,5,16000
1773,2,38,4,13000
1774,5,80,2,41100
1775,6,76,10,18000
1776,1,30,8,10000
1777,1,33,4,12000
1778,1,40,9,9500
1779,7,126,3,46000
1780,3,47,9,12000
1781,3,76,5,25000
1782,4,110,10,16000
1783,3,58,10,18500
1784,1,37,9,12000
1785,1,49,8,16999
1786,4,55,0,16000
1787,3,67,1,22000
1788,1,35,4,10500
1789,2,31,7,14000
1790,3,65,5,23500
1791,12,184,8,45000
1792,1,35,5,11500
1793,5,100,10,27000
1794,1.0,34.0,4.0,
1795,3,92,6,35000
1796,3,36,5,13500
1797,1,30,5,10500
1798,3,55,4,18900
1799,3,107,6,33000
1800,3,67,3,28000
1801,4,58,0,16000
1802,5,78,9,14500
1803,3,40,7,22000
1804,3,48,10,13500
1805,1,35,6,10000
1806,3,58,5,16000
1807,1,30,0,10900
1808,3,47,5,13500
1809,1,38,2,13000
1810,7,135,1,45000
1811,3,71,6,21000
1812,3,50,2,26000
1813,5,93,7,41000
1814,3,60,0,17000
1815,3,40,7,22000
1816,4,64,0,17000
1817,3,60,0,18000
1818,3,51,10,14000
1819,1,40,9,11500
1820,1,39,4,18000
1821,5,70,8,21000
1822,8,146,2,58000
1823,3,63,4,20999
1824,3,65,6,18500
1825,3,47,2,14000
1826,6,200,3,119000
1827,4,68,5,15000
1828,3,40,4,15000
1829,5,79,3,33000
1830,5,95,7,23000
1831,4,56,2,19900
1832,11,21,3,7500
1833,,202,6,85000
1834,5,99,5,35000
1835,6,67,10,13900
1836,7,192,5,39600
1837,7,120,5,30000
1838,3,44,10,17500
1839,3,60,6,18000
1840,3,65,4,20000
1841,3,46,0,30000
1842,2,36,2,18000
1843,3,55,8,21000
1844,1,46,5,10000
1845,3,74,0,22000
1846,1,35,5,13000
1847,4,74,5,16500
1848,6,112,6,27000
1849,12,240,1,60000
1850,2,42,7,15000
1851,3,45,5,12500
1852,4,90,4,15000
1853,6,79,4,20000
1854,1,35,0,10000
1855,3,75,4,19000
1856,7,120,6,30000
1857,7,77,0,22000
1858,1,32,5,10500
1859,2,36,2,11000
1860,6,144,2,58000
1861,8,198,6,65000
1862,6,120,0,20000
1863,6,150,0,26000
1864,5,95,4,44900
1865,8,150,7,30000
1866,4,74,3,20000
1867,5,76,5,27000
1868,3,86,10,20000
1869,4,61,0,15000
1870,3,38,2,21000
1871,1,39,9,12500
1872,11,13,0,7500
1873,5,75,0,17500
1874,5,83,0,25000
1875,4,44,7,15000
1876,3,50,10,13500
1877,5,77,6,17500
1878,4,84,6,18500
1879,5,98,1,55000
1880,3,54,10,13500
1881,3,52,7,14990
1882,4,86,8,16800
1883,5,104,1,33000
1884,5,114,6,25000
1885,3,51,4,18000
1886,3,35,3,13000
1887,5,140,5,35000
1888,5,104,6,39000
1889,2,55,0,15300
1890,7,120,4,60000
1891,4,60,7,18000
