id,type,size,locality,price
2807,5,65,0,21500
2808,4,50,6,17500
2809,9,270,2,89000
2810,4,50,0,14000
2811,6,60,6,21500
2812,3,46,2,27000
2813,3,55,5,16000
2814,1,21,4,9500
2815,2,40,3,15000
2816,3,65,7,22000
2817,5,68,0,16000
2818,6,76,4,17000
2819,3,85,1,35000
2820,5,96,1,21000
2821,5,101,5,23000
2822,6,97,5,27800
2823,7,112,4,25000
2824,6,107,2,22500
2825,3,62,9,16500
2826,6,144,2,57000
2827,3,43,6,11500
2828,1,36,5,8000
2829,10,184,1,95000
2830,7,155,1,50000
2831,9,220,1,95000
2832,5,80,2,52000
2833,8,184,1,100000
2834,5,100,5,60000
2835,6,107,3,40000
2836,1,31,9,11000
2837,11,13,4,9000
2838,4,58,10,16000
2839,1,25,10,9500
2840,4,60,10,24000
2841,5,154,3,59800
2842,,200,5,78000
2843,6,87,2,30000
2844,6,73,1,36400
2845,3,41,10,10490
2846,3,45,10,14000
2847,3,53,9,14100
2848,3,47,4,16000
2849,2,27,5,9500
2850,2,47,6,14000
2851,1,18,9,6400
2852,3,54,8,14000
2853,9.0,397.0,8.0,
2854,3,57,5,13900
2855,5,156,5,39000
2856,10,200,7,60000
2857,3,63,0,17000
2858,7,181,5,58250
2859,3,58,7,27000
2860,5,100,1,27000
2861,7,130,1,35000
2862,5,68,2,28000
2863,3,135,3,80000
2864,9,200,1,120000
2865,10,210,2,101199
2866,9,204,1,100000
2867,1,40,9,11500
2868,5,80,2,23000
2869,1,52,10,13500
2870,3,55,5,17500
2871,5,87,4,19900
2872,6,120,1,31000
2873,6,87,2,27000
2874,1,34,5,9950
2875,9,250,0,89000
2876,3,37,8,12000
2877,7,106,6,40000
2878,3,65,1,21000
2879,3,44,4,13500
2880,6,65,2,20500
2881,3,42,2,18999
2882,3,53,9,20499
2883,3,45,1,21000
2884,3,46,4,16000
2885,3,47,9,15500
2886,6,124,6,37000
2887,6,82,2,26000
2888,3,62,0,17000
2889,4,78,0,24000
2890,6,104,4,57000
2891,8,200,1,90000
2892,3,71,6,25000
2893,3,43,6,21500
2894,6,85,5,20000
2895,1,17,8,9000
2896,3,52,5,13000
2897,3.0,55.0,9.0,
2898,11,30,6,6000
2899,4,59,2,22000
2900,3,55,0,16335
2901,3,47,5,17000
2902,3,55,0,18000
2903,8,136,0,29990
2904,3,55,4,18000
2905,5,74,0,25000
2906,5,111,5,23000
2907,8,194,7,75000
2908,3,56,10,12500
2909,3,60,2,17000
2910,3,45,10,12500
2911,6,130,5,48000
2912,1,30,1,16000
2913,5,160,2,35000
2914,9,137,2,52500
2915,3,79,3,32000
2916,6,110,1,42980
2917,10,207,2,85000
2918,5,92,1,71736
2919,7,140,1,50000
2920,1,33,4,10000
2921,3,57,5,17000
2922,5,95,9,30750
2923,3,53,8,12000
2924,5,82,6,33000
2925,5,80,2,25000
2926,4,63,1,23880
2927,3,55,4,16000
2928,8,170,2,55000
2929,3,80,2,24000
2930,1,28,8,8000
2931,3,94,1,40000
2932,4,60,3,17000
2933,5,85,2,38000
2934,3,48,2,22000
2935,4,66,5,16000
2936,4,50,10,14000
2937,7,112,1,39000
2938,5,119,2,40000
2939,3.0,51.0,1.0,
2940,5,124,4,68000
2941,1,37,9,14100
2942,3,60,6,18400
2943,6,110,1,45000
2944,7,118,7,39000
2945,7,150,0,45000
2946,3,56,0,16500
2947,6,100,5,18000
2948,6,58,6,15500
2949,4,70,5,16500
2950,11,21,4,8000
2951,3,60,5,15000
2952,5,70,7,15900
2953,2,35,10,8900
2954,3,52,9,13500
2955,1,27,8,15000
2956,3,50,8,14000
2957,6,110,1,29000
2958,3,48,8,12200
2959,3,61,3,21000
2960,5,92,6,22500
2961,3,44,0,13500
2962,3,60,0,30000
2963,4,63,1,20790
2964,3,44,1,15000
2965,3,65,0,17000
2966,4,80,6,30000
2967,7,131,9,35000
2968,4,65,3,22000
2969,10,202,2,95000
2970,4,74,1,24900
2971,5,80,5,19000
2972,,214,3,50000
2973,3,49,4,13900
2974,1,40,9,16000
2975,7,118,5,35000
2976,3,50,8,13500
2977,1,65,10,13500
2978,2,27,5,9500
2979,3,48,2,16000
2980,3,50,6,15700
2981,9,204,2,95000
2982,12,143,3,32500
2983,3,55,9,13500
2984,5,105,1,34000
2985,5,109,2,29950
2986,3,54,7,17000
2987,3,50,2,14800
2988,3,90,3,22999
2989,6,110,1,42000
2990,,211,0,42000
2991,1,27,8,11500
2992,3,60,5,16000
2993,1,38,10,12000
2994,3,72,1,21000
2995,2,37,9,12900
2996,1,34,8,13500
2997,4,50,6,12000
2998,10,172,10,50000
2999,4,54,0,13500
3000,3,105,2,55000
3001,3,50,10,19000
3002,3,42,9,13500
3003,4,56,3,18000
3004,2,50,2,14800
3005,3,37,8,12000
3006,1,29,4,12000
3007,6,98,1,32000
3008,,450,6,170000
3009,3,60,2,20000
3010,1,31,4,9999
3011,3,60,6,20000
3012,5,64,4,12000
3013,5,92,2,38000
3014,12,210,2,90000
3015,3,52,6,16490
3016,3,60,2,26000
3017,4,70,3,19500
3018,2,38,0,13000
3019,1,46,8,16500
3020,1,33,3,14000
3021,5,72,9,16000
3022,3,54,3,21800
3023,10,170,1,39000
3024,3,54,6,17000
3025,1,20,0,10500
3026,3,50,0,21000
3027,1,24,1,10000
3028,3,53,4,11300
3029,2,45,2,12500
3030,5,110,2,32000
3031,6,83,2,29000
3032,5,95,3,25000
3033,6,102,1,35000
3034,5,82,9,21500
3035,7,160,1,65000
3036,2,55,6,18000
3037,7,150,0,48000
3038,4,93,1,28283
3039,1,37,10,12900
3040,6,114,1,34816
3041,5,119,5,35000
3042,1,30,5,12500
3043,1,43,9,12900
3044,6,66,9,15500
3045,2,41,10,9900
3046,1,29,10,9000
3047,1,30,9,13500
3048,7,86,5,25000
3049,6,102,1,35000
3050,1,30,0,16000
3051,6,98,2,34000
3052,3,63,2,20900
3053,3,43,8,14000
3054,5,84,7,21000
3055,4,60,7,17500
3056,1,36,8,15000
3057,5,110,9,25000
3058,2,25,3,12000
3059,5,105,1,49000
3060,1,33,1,19800
3061,3,59,7,17900
3062,6,130,1,54500
3063,6,75,8,17000
3064,3,46,5,14500
3065,11,20,8,9000
3066,7,104,5,35000
3067,1,39,10,16500
3068,6,116,2,40000
3069,7,130,5,34000
3070,3,54,0,16500
3071,4,50,6,17500
3072,1,25,0,9450
3073,1,30,3,15000
3074,10,202,2,105000
3075,3,41,4,14000
3076,1,29,4,11500
3077,5,105,6,35000
3078,5,79,3,24000
3079,3,45,0,14000
3080,3,65,5,24000
3081,1,28,9,11000
3082,5,94,2,50000
3083,5,107,2,55000
3084,1,21,4,9000
3085,3,54,3,18500
3086,5,91,0,17000
3087,5,73,5,20000
3088,1,35,9,12000
3089,3,49,8,14000
3090,7,95,0,20000
3091,8,140,6,30000
3092,3,101,5,14500
3093,2,40,5,13500
3094,1,29,4,10500
3095,3,48,3,18000
3096,1,43,4,14500
3097,3,60,8,20000
3098,5,80,0,38000
3099,6,130,6,24000
3100,9,210,2,90000
3101,3,43,2,16700
3102,5,87,2,38000
3103,5,160,1,45000
3104,7,126,2,71000
3105,5,105,1,65000
3106,5,132,1,45000
3107,4,126,1,38000
3108,5,93,7,41000
3109,4,73,1,43000
3110,1,30,5,12500
3111,3,55,2,21999
3112,4,73,1,43000
3113,3,67,0,20453
3114,3,57,0,19999
3115,6,138,1,32000
3116,3,52,10,15000
3117,12,214,7,75000
3118,5,130,6,40000
3119,6,128,6,48000
3120,5,137,8,40000
3121,7,138,5,37000
3122,1,49,1,25000
3123,5,93,7,41000
3124,1,67,0,13999
3125,4,62,2,21000
3126,3,43,4,11700
3127,,200,5,80000
3128,6,119,1,43000
3129,1,27,3,16000
3130,7,115,10,39000
3131,5,62,10,15500
3132,6,81,0,16500
3133,1,35,10,13900
3134,1,30,4,10000
3135,3,78,1,24000
3136,3,65,0,17000
3137,6,94,5,39000
3138,3,50,4,14000
3139,3,69,10,20500
3140,7,110,0,29900
3141,5,85,9,20000
3142,7,92,10,26000
3143,1,42,5,12500
3144,10,139,8,48000
3145,3,74,8,23000
3146,4,80,2,23000
3147,2,35,1,17000
3148,5,92,1,58000
3149,4,69,1,35000
3150,8,90,1,30000
3151,3,75,3,10000
3152,3,80,5,24000
3153,3,81,1,25000
3154,4,63,5,19000
3155,5,85,10,22000
3156,5,120,6,15000
3157,1,31,3,14500
3158,3,63,0,19000
3159,5,69,1,31000
3160,6,72,1,25000
3161,2,50,4,9000
3162,7,105,4,17400
3163,6,100,1,29000
3164,9,220,6,50000
3165,8,200,1,35000
3166,7,120,1,56000
3167,7,120,1,55000
3168,7,120,1,53000
3169,1,54,0,15000
3170,5,120,3,31000
3171,4,84,7,25000
3172,4,45,2,18000
3173,7,141,5,29000
3174,5,69,5,18500
3175,1,44,0,18000
3176,6,85,4,23000
3177,9,172,1,59000
3178,1.0,45.0,5.0,
3179,12.0,99.0,5.0,
3180,3,77,1,75000
3181,6,76,6,23000
3182,7,120,1,54000
3183,4,80,2,22000
3184,4,55,10,12500
3185,5,97,1,21000
3186,4,121,5,33000
3187,4,121,5,37500
3188,7,110,2,60000
3189,3,81,3,23000
3190,3,65,6,22000
3191,4,127,1,60000
3192,1,21,6,9900
3193,7,174,2,50000
3194,4,57,2,20990
3195,9,228,4,39000
3196,6,144,2,58000
3197,5,82,3,23200
3198,3,65,10,15000
3199,1,36,5,17000
3200,4,105,2,30000
3201,5,75,5,15000
3202,2,40,10,14000
3203,3,51,8,19000
3204,3,50,8,14000
3205,5,93,2,39500
3206,5,81,6,21500
3207,3,50,6,17000
3208,3,58,10,16900
3209,1,48,5,25410
3210,5,97,5,40000
3211,5,83,5,30000
3212,5,93,7,41000
3213,1,45,6,16000
3214,3,54,2,18000
3215,12,195,7,75000
3216,7,195,7,75000
3217,4,50,2,21000
3218,5,76,6,21000
3219,5,70,8,20000
3220,3,61,3,22500
3221,2,40,5,10000
3222,5,134,5,42000
3223,,350,5,87500
3224,3,54,10,16200
3225,5,100,10,30000
3226,5,80,5,18999
3227,9,300,5,70000
3228,3,60,10,17900
3229,5,127,2,47000
3230,3,58,9,16500
3231,3,52,5,20000
3232,1,45,9,12500
3233,6,117,7,28500
3234,4,79,7,22500
3235,4,79,7,22500
3236,3,60,0,11000
3237,3,50,2,22000
3238,3,56,5,19500
3239,5,96,8,23000
3240,5,80,0,18000
3241,5,82,1,38000
3242,4,63,1,20790
3243,5,85,1,27000
3244,1,41,4,12000
3245,5,80,5,20000
3246,5,65,10,16000
3247,6,95,10,21000
3248,9,170,2,65000
3249,6,95,10,26500
3250,1,30,4,12000
3251,4,71,2,17000
3252,8,98,4,31000
3253,10,242,2,135000
3254,5,76,3,19000
3255,3,43,4,14500
3256,3,81,3,25000
3257,1,32,0,15000
3258,1,39,8,11500
3259,3,48,0,17000
3260,5,87,10,25000
3261,4,63,1,20790
3262,4,62,2,29000
3263,3,65,1,35000
3264,4,70,5,14500
3265,4,103,3,45000
3266,2,43,3,13500
3267,1,44,2,18000
3268,1,29,4,10000
3269,3,45,4,13000
3270,3,42,0,19500
3271,5,77,10,20000
3272,5,87,2,30000
3273,3,35,2,17000
3274,8,181,5,54000
3275,6,87,2,30000
3276,5,102,3,23500
3277,4,56,10,12500
3278,5,56,6,16000
3279,7,124,1,56000
3280,3,54,4,15000
3281,3,65,8,22700
3282,5,84,4,25000
3283,1,52,9,15000
3284,3,58,6,20000
3285,3,70,4,34900
3286,6,79,0,28800
3287,3,67,1,40000
3288,9,204,1,69000
3289,9,172,1,59000
3290,7,110,2,60000
3291,3,68,2,28000
3292,4,47,6,15900
3293,1,25,2,15000
3294,1,26,4,9500
3295,6,112,1,45000
3296,2,47,7,12500
3297,6,110,1,45000
3298,6,110,1,29000
3299,5,76,5,22000
3300,6,125,7,29500
3301,5,80,6,21000
3302,2,45,1,20000
3303,6,85,4,23000
3304,3,53,5,16000
3305,3,67,1,35000
3306,3,61,3,22000
3307,3,49,5,20000
3308,1,70,5,19000
3309,2,30,3,17000
3310,3,60,2,26000
3311,3,45,2,24000
3312,4,75,1,23000
3313,1,44,2,18000
3314,1,44,2,18000
3315,8,146,2,58000
3316,10,191,7,33000
3317,5,100,6,30000
3318,3,65,5,23500
3319,3,55,1,20000
3320,4,90,1,26000
3321,8,147,6,33000
3322,1,43,2,28000
3323,4,70,8,16000
3324,7,183,2,150000
3325,5,67,0,15000
3326,5,72,10,17000
3327,7,121,2,35000
3328,5,105,2,31500
3329,7,66,3,28000
3330,8,134,2,29000
3331,7,168,2,60000
3332,4,73,2,25500
3333,3,47,8,14500
3334,5,70,10,17600
3335,6,68,4,16000
3336,6,90,2,30000
3337,4,82,2,21000
3338,6,136,7,35000
3339,3,52,9,15400
3340,,300,4,65000
3341,6,83,0,35000
3342,5,90,0,18500
3343,3,56,5,14500
3344,1,34,5,10500
3345,2,35,10,11200
3346,7,120,10,80000
3347,3,44,0,15000
3348,3,66,0,16500
3349,6,78,0,22000
3350,3,85,10,16500
3351,6,126,5,37000
3352,3,89,1,75000
3353,5,68,4,17000
3354,3.0,55.0,1.0,
3355,3,70,9,19000
3356,5,100,5,30000
3357,5,79,5,23990
3358,1,34,3,15000
3359,5,60,2,20000
3360,3,48,3,21000
3361,6,100,5,25000
3362,6,108,2,40000
3363,3,50,2,22000
3364,7,120,3,50000
3365,7,146,3,40000
3366,5,80,0,18000
3367,5,120,1,33000
3368,4,52,10,14000
3369,1,31,5,11990
3370,3,45,5,12000
3371,1,19,3,12900
3372,3,53,2,20500
3373,1,19,3,12900
3374,3,53,2,20500
3375,3,48,9,15900
3376,2,38,1,29000
3377,8,90,1,30000
3378,2,35,1,17000
3379,1,46,4,14000
3380,1,36,9,14000
3381,3,98,5,20000
3382,3,58,5,17000
3383,1,25,10,11500
3384,3,45,0,12000
3385,3,53,2,20500
3386,6,115,1,48000
3387,7,168,8,39000
3388,3,81,2,32000
3389,4,45,0,18800
3390,5,82,6,29000
3391,6,74,2,29500
3392,1,28,8,12000
3393,6,93,4,19000
3394,5,102,9,18900
3395,1,17,4,9400
3396,5,72,0,25000
3397,10,194,1,69000
3398,3,41,0,19000
3399,3,95,5,32000
3400,5,79,9,22000
3401,,254,5,
3402,9,347,3,59999
3403,3,54,10,10000
3404,3,49,5,15000
3405,3,50,0,16500
3406,4,68,0,19900
3407,1,30,5,25000
3408,7,94,9,30000
3409,1,35,8,15000
3410,1,34,9,14000
3411,1,25,10,9000
3412,3,50,0,19000
3413,3,60,5,15000
3414,7,143,1,50000
3415,5,78,3,32000
3416,5,68,2,28000
3417,5,83,6,27000
3418,10,189,1,99000
3419,5,110,5,25000
3420,7,90,0,31000
3421,3,64,5,19000
3422,2,45,7,16000
3423,2,35,2,14500
3424,3,70,0,18000
3425,2,30,4,8500
3426,1,30,3,12499
3427,1,25,6,13000
3428,4,55,4,12000
3429,5,122,2,34998
3430,1,28,2,15000
3431,4,64,2,21000
3432,3,53,0,17000
3433,1,41,8,17700
3434,8,155,6,43000
3435,3,48,7,22000
3436,1,40,8,17700
3437,5,72,4,18000
3438,6,98,2,36000
3439,3,66,3,30000
3440,,200,5,78000
3441,4,63,1,20790
3442,10,178,6,65000
3443,1,45,6,16500
3444,1,50,3,18000
3445,4,53,3,14500
3446,3,50,8,22700
3447,5,80,5,25000
3448,10,103,6,39500
3449,3,57,6,22500
3450,3,35,4,12000
3451,5,84,2,24000
3452,5,84,2,24000
3453,5,110,6,42000
3454,1,38,8,17700
3455,10,206,2,85000
3456,3,56,6,18000
3457,3,46,0,15000
3458,4,56,3,14500
3459,1,50,5,17000
3460,6,115,4,27000
3461,4,58,5,15000
3462,5,64,2,20000
3463,3,71,6,25000
3464,7,160,1,55000
3465,3,52,9,15000
3466,3,87,6,34500
3467,8,154,6,43000
3468,8,90,1,33000
3469,5,100,2,43000
3470,7,150,3,64000
3471,3,45,5,23000
3472,5,75,0,25000
3473,8,143,6,43000
3474,1,66,7,15500
3475,3,52,4,17000
3476,9,130,5,32000
3477,4,63,0,20790
3478,5,96,3,29000
3479,3,37,0,12000
3480,8,145,5,35000
3481,3,60,10,13000
3482,1,35,0,14500
3483,4,58,4,11500
3484,7,137,3,93001
3485,1,32,6,11900
3486,5,84,6,23500
3487,1,27,4,15300
3488,4,78,7,30000
3489,6,81,4,18000
3490,4,55,2,20000
3491,4,80,1,54000
3492,5,105,10,35000
3493,4,88,3,14000
3494,7,136,6,29000
3495,12,92,6,35000
3496,1,36,1,22000
3497,5,115,8,40000
3498,1,38,5,12000
3499,5,69,9,18900
3500,4,68,2,20000
3501,7,174,3,49000
3502,6,80,3,26500
3503,3,55,5,21000
3504,7,107,5,37000
3505,5,93,2,39500
3506,,300,0,65000
3507,7,170,2,55000
3508,4,68,5,18000
3509,1,30,9,14000
3510,5,103,2,38000
3511,1,28,10,12000
3512,1,22,2,16500
3513,3,55,4,16000
3514,3,43,4,12500
3515,6,104,5,30000
3516,3,45,4,13900
3517,2,35,2,15000
3518,3,45,5,22000
3519,5,95,4,23000
3520,12,82,6,32999
3521,3,50,5,20000
3522,7,82,9,20000
3523,3,44,10,14000
3524,5,138,1,50000
3525,4,58,10,19000
3526,7,110,1,30000
3527,4,69,10,19500
3528,3,58,5,25000
3529,3,62,3,28000
3530,3,55,7,16500
3531,3,44,0,15000
3532,7,94,0,39000
3533,6,108,0,39000
3534,3,45,4,13000
3535,3,62,9,16000
3536,8,220,1,35000
3537,3,61,5,19000
3538,4,90,2,25900
3539,3,50,2,20900
3540,7,126,6,45000
3541,2,29,4,12000
3542,7,193,6,55000
3543,7,216,6,80000
3544,2,40,0,13000
3545,5,85,4,23000
3546,7,116,9,24000
3547,3,43,5,13500
3548,5,66,4,16200
3549,10,178,6,65000
3550,1,38,0,14000
3551,3,72,0,22000
3552,1,39,10,16000
3553,9,250,5,85000
3554,6,145,6,38000
3555,7,118,1,53000
3556,3,55,0,18500
3557,7,109,2,60000
3558,3,50,2,20900
3559,2,50,0,12000
3560,1,34,3,15000
3561,3,53,9,17000
3562,6,103,2,39000
3563,8,129,6,41000
3564,7,126,2,71000
3565,3,65,0,20000
3566,3,62,0,19000
3567,4,48,9,12000
3568,6,108,5,64000
3569,12,45,8,15000
3570,6,108,2,40000
3571,5,136,10,33000
3572,1,36,9,15500
3573,3,54,2,32600
3574,5,90,3,22000
3575,7,100,10,25000
3576,5,90,10,42000
3577,8,116,1,47000
3578,6,66,6,20000
3579,1,35,5,11500
3580,1,21,5,8500
3581,8,130,1,45000
3582,7,107,1,45000
3583,5,145,7,48000
3584,6,100,10,20000
3585,6,129,2,70000
3586,9,250,3,95000
3587,5,136,10,33000
3588,6,140,3,45000
3589,6,74,6,30000
3590,3,66,5,18900
3591,8,86,6,18000
3592,6,103,2,39000
3593,3,60,5,17500
3594,3,65,1,35000
3595,6,144,2,57000
3596,3,68,10,19900
3597,1,35,2,21000
3598,5,66,10,18000
3599,5,80,5,18000
3600,1,32,5,13000
3601,3,60,10,16500
3602,5,80,6,17000
3603,2,35,9,13000
3604,1,27,7,12500
3605,5,151,6,40000
3606,2,30,2,16000
3607,5,112,1,55000
3608,3,42,2,24000
3609,5,117,3,55852
3610,3,70,0,16000
3611,5,92,2,38000
3612,9,197,1,120000
3613,5,93,6,32000
3614,5,111,7,41000
3615,3,52,9,13500
3616,7,94,3,28000
3617,12,50,1,25000
3618,3,60,10,17000
3619,5,92,9,24000
3620,7,150,6,45000
3621,2,35,9,14500
3622,7,94,3,28000
3623,7,79,5,25000
3624,4,52,8,16000
3625,4,54,8,16500
3626,3,34,3,15000
3627,4,67,2,19900
3628,12,40,1,17000
3629,3,52,6,17000
3630,5,100,9,21000
3631,1,32,0,10500
3632,6,73,8,19400
3633,8,168,7,75000
3634,5,115,4,23571
3635,1,35,3,14500
3636,1,29,4,15000
3637,5,165,5,35000
3638,7,145,3,44000
3639,6,132,1,63000
3640,3,60,3,19500
3641,8,189,6,45894
3642,5,68,4,18500
3643,1,39,5,11000
3644,5,75,6,24000
3645,8,133,6,39000
3646,8,203,1,90000
3647,3,52,9,16500
3648,3,43,4,13000
3649,3,90,6,30000
3650,6,173,4,23500
3651,6,67,10,15000
3652,1,35,0,13000
3653,6,75,5,15000
3654,3,53,6,17000
3655,3,91,4,18000
3656,6,135,0,34999
3657,4,80,0,23999
3658,3,65,6,17000
3659,4,73,0,12500
3660,3,56,0,15000
3661,1,34,5,13000
3662,2,60,1,59000
3663,6,115,2,40000
3664,5,93,2,40000
3665,1,40,2,21000
3666,5,85,2,36000
3667,3,60,2,26000
3668,3,56,2,24000
3669,2,53,2,22000
3670,3,40,3,15000
3671,5,78,5,22000
3672,7,271,4,45000
3673,3,34,2,22000
3674,5,95,2,38000
3675,3,42,2,24000
3676,4,88,1,38000
3677,5,107,2,55000
3678,6,107,6,35000
3679,1,38,5,15000
3680,5,75,4,21000
3681,3,53,2,24000
3682,5,80,2,38000
3683,7,160,1,55000
3684,5,85,2,38000
3685,8,103,1,30000
3686,6,184,1,90000
3687,1,34,9,12000
3688,6,77,5,20000
3689,5,95,2,38000
3690,5,68,2,28000
3691,5,80,2,33000
3692,,200,0,78000
3693,3,40,2,22000
3694,,200,0,83000
3695,5,85,2,36000
3696,1,33,2,17500
3697,5,93,3,30000
3698,7,129,6,44000
3699,3,60,10,16000
3700,4,57,10,16000
3701,3,57,5,17000
3702,3,90,3,39968
3703,3,65,0,23000
3704,6,90,4,18000
3705,1,20,2,15000
3706,5,89,9,25000
3707,3,60,8,15500
3708,3,40,6,15000
3709,3,68,2,28000
3710,7,110,2,60000
3711,5,91,2,45000
3712,2,40,2,21000
3713,1,40,4,13500
3714,3,42,2,24000
3715,3,53,2,24000
3716,3,38,2,21000
3717,1,34,5,12000
3718,5,80,2,38000
3719,5,85,2,38000
3720,3,38,2,21000
