type,size,locality,price
2+1,75,Praha 1,15000
2+kt,40,Praha 6,12000
3+kt,80,Praha 2,36000
3+1,88,Praha 3,24000
2+kt,49,Praha 8,21000
4+1,100,Praha 2,25000
2+kt,50,Praha 1,17000
2+kt,40,Praha 2,19900
1+kt,33,Praha 6,10000
1+kt,27,Praha 9,12000
2+kt,65,Praha 8,18500
3+kt,87,Praha 5,26000
3+1,85,Praha 4,17600
1+1,35,Praha 9,11000
1+kt,40,Praha 5,13900
2+kt,63,Praha 5,13500
3+kt,74,Praha 5,17500
2+kt,44,Praha,14050
3+1,61,Praha 6,21000
2+kt,75,Praha 1,17500
3+kt,87,Praha,20000
2+kt,52,Praha 4,14500
3+kt,71,Praha 4,16900
2+1,70,Praha 2,20000
3+1,75,Praha 9,16000
3+kt,85,Praha,24950
3+kt,66,Praha 5,20000
3+1,116,Praha 5,32500
3+kt,120,Praha,49000
2+kt,50,Praha 2,22000
2+kt,65,Praha,27000
3+kt,55,Praha,23000
4+kt,155,Praha 5,45000
3+1,106,Praha,24000
3+1,88,Praha 5,20500
1+kt,38,Praha 6,16000
1+kt,32,Praha 4,10000
3+1,89,Praha,30000
4+kt,164,Praha 6,59000
2+1,50,Praha 5,13800
3+kt,102,Praha 7,29000
3+1,77,Praha 5,12500
4+kt,115,Praha 4,30000
3+kt,103,Praha 1,32000
4+kt,137,Praha 3,93709
2+1,58,Praha 1,16000
2+kt,82,Praha 1,45000
2+kt,54,Praha 3,21800
2+kt,45,Praha,13000
2+kt,50,Praha 5,16000
1+1,42,Praha 1,20000
2+kt,48,Praha 5,14000
4+kt,125,Praha 2,49900
3+1,73,Praha 5,16000
1+kt,30,Praha 9,12500
2+kt,58,Praha 4,16000
2+kt,66,Praha 9,19700
2+kt,48,Praha 8,15000
1+kt,30,Praha 3,11499
3+kt,74,Praha 1,21499
2+kt,75,Praha 2,28000
2+kt,50,Praha 4,14900
2+kt,45,Praha 8,15000
,128,Praha 4,33000
4+kt,120,Praha 1,19900
4+kt,134,Praha 3,90611
2+kt,56,Praha 7,23500
3+kt,81,Praha 1,19000
3+kt,70,Praha 1,18000
4+kt,134,Praha 5,31990
1+kt,32,Praha 5,15900
1+kt,54,Praha 5,16900
3+kt,80,Praha 5,28900
3+kt,69,Praha,26000
4+1,105,Praha 8,21900
2+kt,45,Praha 2,28000
2+kt,71,Praha 7,28000
2+1,75,Praha 2,24000
1+kt,31,Praha 1,10500
3+kt,116,Praha 1,32000
2+kt,55,Praha 1,15900
1+kt,39,Praha 9,12300
2+kt,46,Praha 8,13800
2+kt,59,Praha 2,30000
3+kt,72,Praha 6,28000
5+kt,196,Praha 8,45000
2+1,44,Praha 5,28200
2+kt,45,Praha 3,14000
2+1,77,Praha,38000
2+1,76,Praha,41500
4+1,174,Praha,89000
5+1,202,Praha,90000
3+1,104,Praha,48000
2+1,76,Praha 1,
4+kt,75,Praha,
2+1,57,Praha 6,19500
1+kt,31,Praha 6,15000
2+1,53,Praha 6,16000
3+1,63,Praha 4,17000
2+1,51,Praha 6,16000
2+kt,40,Praha 4,13800
3+kt,118,Praha 9,24000
1+kt,28,Praha 7,18000
3+kt,80,Praha 8,17500
2+kt,68,Praha 7,25000
3+kt,129,Praha 4,80000
2+kt,41,Praha 6,12000
2+kt,82,Praha 1,37000
2+1,53,Praha 1,12900
3+kt,97,Praha,22000
2+1,65,Praha,14000
1+1,40,Praha 2,21000
3+kt,118,Praha 8,26500
4+1,93,Praha 4,18000
3+1,80,Praha 4,17000
3+1,82,Praha 4,16500
1+kt,44,Praha 2,18000
3+1,90,Praha 7,29990
2+kt,42,Praha 9,14900
2+kt,50,Praha 1,14900
2+kt,45,Praha 4,12990
1+kt,42,Praha,12500
2+kt,81,Praha 5,26000
2+kt,55,Praha,16000
3+kt,100,Praha 1,200000
3+kt,60,Praha 1,18000
1+kt,35,Praha 1,11000
2+kt,77,Praha 5,18000
5+1,197,Praha 1,100000
2+1,71,Praha 1,18000
5+1,174,Praha 1,67000
2+kt,50,Praha 2,21500
2+kt,42,Praha 1,13500
2+kt,65,Praha 1,20000
2+kt,53,Praha 6,13500
1+kt,24,Praha 1,13000
3+1,92,Praha 6,26500
3+kt,78,Praha 8,17000
3+1,101,Praha 6,37000
2+1,40,Praha 1,12500
1+kt,29,Praha 3,12000
2+1,50,Praha,14000
3+kt,118,Praha 5,49000
2+1,95,Praha 5,24500
3+1,78,Praha 5,16500
2+kt,68,Praha 1,15900
2+kt,58,Praha 1,18000
3+1,88,Praha 5,20500
2+kt,42,Praha 9,15500
5+1,225,Praha,55000
2+kt,49,Praha 3,13500
2+1,80,Praha 1,25000
2+kt,48,Praha 9,19000
1+kt,33,Praha 4,11500
2+kt,46,Praha 6,12000
2+kt,43,Praha 2,25000
1+kt,26,Praha 5,9500
1+kt,42,Praha 5,12000
2+1,90,Praha 5,22500
2+kt,45,Praha 5,15800
2+1,50,Praha 4,10000
3+1,200,Praha 3,119000
3+kt,120,Praha 8,22000
3+kt,75,Praha 6,19500
2+1,44,Praha,13500
5+1,206,Praha 2,75000
3+kt,70,Praha 7,32000
2+kt,51,Praha 1,17000
3+kt,70,Praha,19570
3+kt,82,Praha 4,20000
1+kt,35,Praha,21000
3+kt,116,Praha 3,54800
2+1,71,Praha 1,16990
3+1,96,Praha 5,23000
2+kt,50,Praha 3,14000
3+1,70,Praha 1,16000
3+kt,87,Praha 6,30500
2+kt,53,Praha 1,12500
3+kt,72,Praha 6,28000
3+kt,150,Praha 1,20000
3+kt,106,Praha 7,29000
2+1,80,Praha 2,22000
2+1,75,Praha,21000
2+kt,43,Praha 6,14000
3+kt,79,Praha 6,21900
2+kt,52,Praha 9,12500
2+1,50,Praha 4,10000
2+kt,33,Praha 4,17000
3+1,63,Praha 6,21000
2+kt,70,Praha 9,18000
2+1,64,Praha 1,27000
3+1,110,Praha 1,60000
2+kt,71,Praha 9,18500
2+kt,50,Praha 5,13300
1+1,35,Praha 7,11000
1+kt,22,Praha 7,8500
2+kt,51,Praha 1,15000
2+kt,53,Praha 5,18000
2+kt,56,Praha 6,16500
4+1,120,Praha 6,39900
2+kt,57,Praha 5,17500
2+kt,67,Praha,35000
2+kt,43,Praha 3,17000
3+kt,64,Praha 4,17000
2+1,61,Praha 6,22000
2+kt,52,Praha 1,14600
3+kt,86,Praha 5,22000
1+kt,34,Praha,11500
1+1,40,Praha,15500
2+1,65,Praha 2,19000
1+kt,23,Praha 2,11000
1+kt,20,Praha 9,8500
2+kt,65,Praha 1,35000
,250,Praha 1,110000
3+kt,117,Praha 1,43000
1+1,36,Praha 1,11500
2+kt,67,Praha 1,19500
2+kt,54,Praha 1,15000
2+1,56,Praha 8,15000
1+kt,28,Praha 4,12900
2+kt,54,Praha 3,21800
3+kt,93,Praha 7,41000
3+kt,93,Praha 2,44708
4+kt,195,Praha 7,75000
3+kt,116,Praha 2,54805
4+kt,132,Praha 7,45000
2+kt,60,Praha 2,60313
4+kt,144,Praha 3,44000
4+kt,166,Praha 3,119855
2+kt,89,Praha 3,39952
4+kt,135,Praha 3,92964
4+kt,135,Praha 3,89891
2+kt,42,Praha 1,13500
2+kt,50,Praha 8,22700
2+1,61,Praha 4,16000
3+kt,87,Praha 2,22000
2+kt,50,Praha 2,26000
2+kt,56,Praha 5,14500
1+kt,48,Praha 5,15500
3+1,108,Praha 7,39000
4+kt,94,Praha 7,39000
1+kt,38,Praha 4,14500
2+kt,42,Praha 8,14000
3+1,83,Praha 5,24000
3+1,98,Praha 5,9750
2+kt,41,Praha 4,13000
3+1,61,Praha 1,21000
2+kt,39,Praha 3,11500
2+kt,75,Praha 8,28000
2+kt,78,Praha,20000
2+1,99,Praha,21000
1+kt,34,Praha 2,11000
3+1,72,Praha,18000
1+kt,32,Praha 1,13000
1+kt,30,Praha 5,25000
2+kt,43,Praha 9,20000
3+kt,94,Praha,35000
3+1,129,Praha 2,34500
2+kt,50,Praha,17900
1+kt,32,Praha 4,12000
2+kt,54,Praha 4,16000
2+kt,55,Praha 5,16000
2+kt,46,Praha 2,14400
3+kt,98,Praha 5,35000
3+kt,140,Praha 8,27000
2+1,76,Praha 2,24000
3+1,90,Praha 2,32000
3+1,100,Praha 1,29000
2+kt,50,Praha 1,22500
4+kt,120,Praha 6,50000
2+kt,40,Praha 3,14000
4+kt,92,Praha 1,30000
3+1,63,Praha 1,15800
1+kt,36,Praha 9,13000
5+kt,231,Praha 7,85000
1+kt,35,Praha 2,21000
2+1,68,Praha 5,15000
4+kt,129,Praha 1,55000
2+1,56,Praha 4,14000
3+kt,86,Praha 3,21500
2+1,55,Praha 4,15000
2+kt,55,Praha 5,16000
2+kt,52,Praha,14000
4+kt,124,Praha 1,53000
1+kt,42,Praha 1,22000
1+kt,41,Praha 1,22000
2+kt,53,Praha 3,18900
1+kt,40,Praha 1,14000
3+1,105,Praha 6,28000
4+1,91,Praha 5,18000
3+1,115,Praha 6,30000
3+kt,111,Praha 1,19900
3+kt,106,Praha 5,22990
3+kt,136,Praha 1,50000
2+kt,68,Praha 1,28000
1+kt,30,Praha 4,8000
3+kt,85,Praha 2,45000
4+kt,140,Praha 9,27000
4+1,109,Praha 4,30000
3+kt,110,Praha 6,25000
4+1,240,Praha 1,60000
2+kt,43,Praha 4,14500
3+1,87,Praha 1,30000
,270,Praha 6,90000
1+kt,30,Praha 4,12000
1+kt,25,Praha 1,19500
1+1,81,Praha,14500
2+1,65,Praha,24900
1+kt,28,Praha 7,18000
2+kt,58,Praha 8,15000
5+kt,145,Praha 5,50000
3+kt,75,Praha 9,16500
3+kt,120,Praha 3,30000
3+kt,87,Praha 3,38000
2+kt,65,Praha 6,21000
5+kt,170,Praha 2,55000
1+1,35,Praha 1,10500
3+kt,87,Praha 2,30000
3+1,152,Praha 7,34000
4+1,100,Praha 6,32000
2+kt,53,Praha 5,19900
2+kt,65,Praha 1,35000
,269,Praha 6,90000
5+1,240,Praha 6,54000
3+kt,80,Praha 7,24900
2+kt,68,Praha 1,30000
2+kt,60,Praha 4,15000
3+kt,101,Praha 6,50000
1+kt,47,Praha 6,22000
1+kt,19,Praha 3,12900
3+kt,173,Praha 5,116168
3+kt,107,Praha 4,22500
3+kt,92,Praha 3,38999
1+1,42,Praha 1,15999
2+kt,48,Praha 2,21999
2+kt,53,Praha 9,20499
3+kt,85,Praha,23800
2+kt,66,Praha 3,20499
4+kt,98,Praha 7,38000
2+kt,62,Praha 7,23999
2+kt,71,Praha 3,19999
1+kt,39,Praha 3,16499
3+kt,92,Praha 3,29999
3+kt,111,Praha 4,
2+1,50,Praha 4,10000
1+kt,27,Praha 1,11000
1+1,40,Praha 4,14000
2+kt,43,Praha,13000
3+kt,86,Praha,25000
2+kt,70,Praha 7,21990
1+1,30,Praha 6,13200
2+kt,39,Praha 8,18000
1+kt,25,Praha 1,7500
2+kt,50,Praha 1,17000
3+kt,70,Praha 5,19000
3+kt,89,Praha 5,27000
4+kt,120,Praha 5,30000
2+1,70,Praha 2,20000
2+kt,35,Praha 3,20000
2+kt,55,Praha 2,26000
unusual,195,Praha 7,75000
3+kt,93,Praha 7,35000
2+1,88,Praha 2,25000
1+kt,25,Praha 5,11000
2+1,66,Praha 7,16000
3+kt,70,Praha 9,25000
unusual,46,Praha 6,17000
3+kt,105,Praha 2,30000
3+1,120,Praha 6,31000
2+kt,43,Praha,13000
2+kt,54,Praha 4,15930
3+kt,93,Praha 3,60253
2+kt,54,Praha 3,21800
3+kt,93,Praha 3,45151
3+kt,93,Praha 7,41000
2+kt,73,Praha 8,32000
1+kt,31,Praha 3,16000
2+1,92,Praha 1,45000
1+kt,43,Praha 1,15000
2+kt,56,Praha 3,17500
2+1,80,Praha 1,54000
3+1,110,Praha 6,30000
4+kt,100,Praha 5,39000
2+kt,60,Praha 5,23000
4+kt,105,Praha 9,33000
2+1,62,Praha 1,15000
4+1,124,Praha 5,35000
,280,Praha 2,79000
2+kt,43,Praha 2,22000
3+1,90,Praha 5,24000
2+kt,60,Praha 3,60279
4+kt,205,Praha 2,49000
1+1,42,Praha 1,20000
2+kt,36,Praha 3,20000
4+kt,110,Praha 2,60000
1+kt,49,Praha 1,15000
1+kt,24,Praha 3,16000
3+kt,105,Praha 1,28000
3+kt,98,Praha 5,35000
3+kt,105,Praha 1,28000
1+kt,30,Praha 4,7500
3+kt,110,Praha 7,41000
2+kt,58,Praha 3,25000
unusual,105,Praha 1,22000
3+kt,75,Praha 1,22000
3+kt,80,Praha 9,22000
1+kt,25,Praha 5,11400
1+kt,42,Praha 9,13000
2+kt,60,Praha 8,16000
4+kt,100,Praha 6,37000
2+kt,52,Praha 4,13000
3+kt,78,Praha,22000
2+kt,38,Praha 9,18000
2+1,48,Praha 9,19000
1+kt,48,Praha 1,15000
1+kt,28,Praha 1,14500
1+kt,37,Praha 8,
1+kt,35,Praha 1,10500
3+1,84,Praha 3,25000
4+1,111,Praha 8,25000
1+kt,46,Praha 4,13500
1+kt,42,Praha 5,14000
4+kt,194,Praha 7,75000
2+kt,62,Praha 5,17500
2+kt,46,Praha,30000
2+kt,59,Praha 5,21000
2+kt,59,Praha,17500
2+kt,60,Praha,15000
1+kt,31,Praha 5,13000
2+kt,70,Praha 1,17500
3+1,110,Praha 1,33000
2+kt,55,Praha 5,16000
3+kt,67,Praha,18000
1+1,48,Praha 4,10500
3+kt,164,Praha 6,
1+kt,33,Praha 4,11000
4+1,87,Praha 9,22000
1+kt,52,Praha 4,12900
3+1,80,Praha 7,21000
flatshare,25,Praha 1,11000
3+1,80,Praha 1,15000
3+1,88,Praha 5,20500
2+kt,54,Praha 9,14900
1+1,40,Praha 2,22000
1+kt,17,Praha 5,8500
3+1,157,Praha 1,31000
1+1,48,Praha 4,10500
2+kt,67,Praha 6,17000
2+kt,50,Praha 3,18000
3+1,115,Praha 2,32000
2+kt,51,Praha 3,13900
3+1,114,Praha 6,29900
3+kt,117,Praha 1,24200
2+1,57,Praha 1,13000
flatshare,20,Praha 8,9000
1+kt,38,Praha 8,11000
5+1,196,Praha 2,50000
2+kt,50,Praha 6,9500
2+kt,47,Praha 1,17000
2+kt,55,Praha 5,16000
2+kt,39,Praha,13500
2+kt,68,Praha 6,23000
1+kt,13,Praha 5,12200
1+1,37,Praha 4,11000
3+1,82,Praha 2,27000
1+kt,28,Praha 3,15000
3+1,82,Praha 9,16000
3+kt,123,Praha 3,22000
2+1,55,Praha 6,13000
2+kt,66,Praha 1,17500
2+kt,44,Praha 2,20000
3+1,134,Praha 5,31990
2+kt,75,Praha 1,21500
1+kt,37,Praha 9,11000
2+kt,100,Praha 3,24000
1+kt,32,Praha 1,14000
2+kt,59,Praha 8,15000
3+kt,110,Praha 2,40000
3+kt,86,Praha 2,26000
3+kt,117,Praha 3,55245
4+kt,139,Praha 3,120815
3+kt,93,Praha 3,60253
2+kt,61,Praha 3,24500
3+kt,85,Praha 1,18999
3+1,110,Praha 1,40000
3+1,63,Praha 6,21000
1+kt,12,Praha 6,8000
2+1,65,Praha 6,20000
2+kt,54,Praha 9,16000
3+1,110,Praha 1,40000
3+kt,90,Praha 5,24000
2+kt,54,Praha 2,16000
2+kt,53,Praha 5,14000
1+kt,35,Praha 1,22000
2+1,60,Praha,16000
2+1,80,Praha 5,22000
4+kt,130,Praha 7,42000
2+1,56,Praha 4,16000
3+kt,85,Praha 4,55000
1+kt,31,Praha 5,13000
1+kt,40,Praha,15000
1+kt,37,Praha 5,13000
2+kt,45,Praha 1,13000
4+kt,99,Praha 9,27000
2+kt,58,Praha 7,27000
2+kt,58,Praha 8,27000
5+1,180,Praha 2,120000
3+kt,54,Praha 1,17000
4+1,93,Praha,19999
1+kt,43,Praha 5,14000
3+kt,104,Praha,20000
3+kt,107,Praha,55000
1+1,57,Praha 9,10000
2+1,90,Praha 3,23000
3+1,121,Praha,28000
3+kt,79,Praha 5,20000
1+kt,42,Praha 5,14000
4+kt,194,Praha 7,75000
3+kt,93,Praha 7,41000
2+kt,60,Praha,15500
unusual,55,Praha,16000
2+1,55,Praha 2,26000
2+1,58,Praha 8,15000
2+1,73,Praha,18500
unusual,180,Praha,35000
1+kt,40,Praha 4,15000
3+kt,93,Praha 3,45151
2+kt,65,Praha 1,35000
2+1,65,Praha,15000
1+kt,30,Praha 5,300000
2+kt,45,Praha 4,12500
3+kt,96,Praha 4,15000
2+kt,51,Praha 4,15500
1+kt,50,Praha 5,17000
2+1,53,Praha 9,12000
2+1,89,Praha,25000
2+1,90,Praha,25000
2+kt,56,Praha 8,16500
3+kt,120,Praha 9,25300
2+kt,50,Praha 1,15000
2+kt,72,Praha 5,23100
2+kt,51,Praha 4,17250
3+kt,63,Praha,17000
3+kt,101,Praha 1,48000
1+kt,30,Praha,4000
2+kt,61,Praha 3,8000
1+kt,41,Praha 9,11000
1+kt,45,Praha 9,11000
1+kt,35,Praha 2,19000
2+1,54,Praha 1,19000
2+1,64,Praha 1,16940
2+kt,50,Praha 7,15500
2+kt,50,Praha 8,14350
3+kt,80,Praha 9,19000
3+kt,90,Praha 4,30000
2+1,65,Praha 5,17000
1+1,35,Praha 7,12000
2+kt,63,Praha,17000
2+kt,55,Praha,15500
2+1,55,Praha,15000
3+kt,69,Praha 4,17000
3+1,80,Praha 4,18000
2+kt,57,Praha 4,20000
4+kt,96,Praha,19800
4+kt,70,Praha,17900
2+1,65,Praha 1,15000
2+kt,45,Praha 1,13700
1+kt,25,Praha 1,12000
1+1,41,Praha 2,16500
2+kt,65,Praha 1,35000
3+kt,74,Praha 1,35000
4+1,148,Praha 1,33000
2+kt,56,Praha 3,17500
4+kt,160,Praha 5,42000
2+kt,67,Praha 1,22000
5+kt,185,Praha 5,54000
3+kt,70,Praha 3,21000
2+1,74,Praha 6,22000
1+kt,27,Praha 4,11500
2+kt,64,Praha 1,20000
2+kt,55,Praha 5,15000
2+kt,50,Praha 5,17000
3+kt,62,Praha,23000
1+kt,37,Praha 1,12800
3+kt,213,Praha 5,26000
2+1,63,Praha 8,19500
3+kt,116,Praha 8,22000
2+kt,42,Praha 1,12500
3+kt,100,Praha 9,23000
2+1,46,Praha 9,13200
2+kt,50,Praha 2,26000
2+kt,51,Praha 4,16700
1+kt,44,Praha 4,14590
3+1,77,Praha 4,25000
3+kt,106,Praha 1,28000
1+kt,27,Praha 4,12000
2+kt,43,Praha 5,14000
1+kt,25,Praha 6,10500
2+kt,51,Praha 2,18000
2+kt,59,Praha 8,23000
3+1,65,Praha 9,18000
2+kt,54,Praha 4,16000
2+kt,84,Praha 5,22000
1+kt,32,Praha 9,10000
2+kt,47,Praha 6,18000
1+1,51,Praha 4,17000
2+kt,56,Praha 8,16500
2+1,63,Praha 1,23780
3+1,110,Praha 1,42980
2+kt,50,Praha 4,11000
3+1,65,Praha,17000
4+1,125,Praha 1,45000
2+kt,64,Praha 5,23000
3+kt,87,Praha 6,30500
4+1,220,Praha,150000
4+kt,145,Praha,40300
4+1,121,Praha 5,18500
1+1,39,Praha,10000
2+1,74,Praha 3,20000
2+1,68,Praha 5,17500
1+kt,36,Praha 3,14000
3+kt,81,Praha 2,19990
3+1,102,Praha 3,30990
1+kt,39,Praha 3,22000
1+kt,47,Praha,19900
1+kt,36,Praha 4,12500
2+kt,55,Praha 8,16800
2+kt,73,Praha 5,17500
3+kt,103,Praha 8,29500
2+kt,38,Praha 1,13300
2+kt,56,Praha 7,23500
4+kt,156,Praha 6,35000
1+1,39,Praha 5,27500
4+kt,97,Praha 1,26900
1+1,31,Praha,9500
2+kt,40,Praha,30000
1+kt,43,Praha,22000
2+kt,69,Praha,33000
3+kt,78,Praha,35000
1+kt,47,Praha,25000
2+kt,121,Praha,55000
3+1,122,Praha,53000
5+kt,170,Praha 6,55000
3+1,53,Praha 4,16000
2+kt,64,Praha 7,23000
1+kt,29,Praha,11000
1+kt,28,Praha,11500
1+kt,39,Praha,13000
2+kt,50,Praha,14500
4+kt,124,Praha 3,53000
4+kt,102,Praha 4,35000
1+kt,35,Praha 5,12500
3+kt,90,Praha 6,25000
,200,Praha 5,79900
flatshare,36,Praha 4,6000
2+1,72,Praha 2,21000
2+kt,111,Praha 1,20000
3+kt,64,Praha 4,17000
1+1,37,Praha 4,14000
2+kt,54,Praha 1,14500
2+kt,44,Praha 5,15000
3+kt,72,Praha,25000
2+kt,50,Praha 4,15000
2+kt,85,Praha 5,23500
1+kt,50,Praha 4,14000
3+kt,100,Praha 4,24000
1+kt,27,Praha,10000
3+kt,69,Praha 8,17200
2+kt,50,Praha 3,18500
1+kt,26,Praha 6,12000
1+kt,35,Praha 3,12500
2+kt,38,Praha,19900
1+kt,18,Praha 5,10000
2+1,55,Praha 9,15000
2+1,55,Praha 9,16000
2+kt,60,Praha 5,15500
2+kt,39,Praha 1,15000
4+kt,76,Praha 1,25000
2+kt,56,Praha,13000
4+kt,130,Praha 4,24500
3+kt,81,Praha 9,24000
1+kt,41,Praha 8,12000
2+1,43,Praha 1,17000
3+1,85,Praha 4,18000
2+kt,47,Praha 6,15500
2+kt,60,Praha,20000
2+1,90,Praha 5,21000
2+kt,46,Praha 3,17900
4+kt,96,Praha 4,28000
3+kt,80,Praha 1,18500
2+kt,62,Praha 1,15000
3+1,104,Praha 2,28000
3+kt,81,Praha 6,17000
3+kt,90,Praha 4,24000
2+1,70,Praha 2,18000
1+kt,35,Praha,21000
1+kt,24,Praha,12000
2+1,55,Praha 2,21000
2+kt,53,Praha 9,16000
2+kt,58,Praha 4,18500
2+kt,42,Praha 1,13000
1+kt,30,Praha 4,11500
2+1,70,Praha 2,24000
2+1,67,Praha 5,19500
2+1,70,Praha 5,17000
2+1,50,Praha,14000
3+kt,80,Praha 6,26000
2+kt,52,Praha 1,16000
3+kt,153,Praha 3,64800
4+kt,174,Praha 3,139800
2+kt,58,Praha 4,16400
4+kt,106,Praha 6,42000
3+kt,93,Praha 3,59716
3+kt,93,Praha 1,25000
2+kt,60,Praha 3,60313
3+1,110,Praha 6,30000
3+1,95,Praha 5,42000
1+kt,35,Praha 3,11900
3+kt,90,Praha 2,46182
3+1,101,Praha,22000
1+1,50,Praha,15000
2+kt,57,Praha 9,13000
1+1,42,Praha 1,18000
3+kt,80,Praha 2,41100
1+1,45,Praha,16000
2+kt,41,Praha 1,19000
2+1,48,Praha 2,18900
3+kt,105,Praha,35000
3+kt,94,Praha 4,120000
1+kt,40,Praha 5,12000
2+1,85,Praha 1,37000
2+kt,37,Praha,23000
3+kt,83,Praha 4,29000
3+kt,111,Praha 8,22500
2+kt,49,Praha 1,16000
2+kt,79,Praha 1,15500
2+kt,64,Praha 1,17500
,214,Praha 3,50000
2+kt,45,Praha,13000
2+1,57,Praha,20000
1+kt,53,Praha 4,16500
5+kt,220,Praha 6,40000
2+kt,51,Praha 4,14000
1+1,34,Praha 2,14000
3+1,82,Praha 1,18400
3+kt,80,Praha,20900
2+kt,54,Praha 7,14500
2+1,28,Praha,14000
2+kt,62,Praha 5,15900
3+kt,146,Praha 4,24000
3+kt,79,Praha 1,19300
1+kt,31,Praha 8,11500
flatshare,12,Praha 4,4000
2+kt,68,Praha 1,30000
2+kt,70,Praha 1,28000
1+kt,44,Praha 1,22000
3+kt,69,Praha 2,35000
1+kt,29,Praha,12000
3+kt,93,Praha 3,60253
1+kt,34,Praha 5,15999
2+kt,52,Praha 7,15300
3+1,73,Praha 4,22000
3+kt,120,Praha 5,38000
3+kt,121,Praha 3,35000
