type,size,locality,price
2+kt,56,Praha 1,27000
3+kt,90,Praha 7,30000
1+kt,49,Praha 8,20000
1+kt,59,Praha 1,25000
2+1,60,Praha 2,22000
2+1,73,Praha 1,30000
3+kt,137,Praha 1,52000
2+kt,76,Praha 1,32000
4+1,120,Praha 7,38280
3+kt,67,Praha 6,20000
1+kt,33,Praha 4,10000
2+kt,44,Praha 4,15000
1+kt,35,Praha 5,16000
2+kt,46,Praha,19000
2+1,71,Praha 8,15000
2+kt,58,Praha 5,20000
2+kt,69,Praha 2,27000
3+kt,102,Praha 3,30990
1+kt,35,Praha 2,11000
5+kt,222,Praha 6,72000
3+1,63,Praha 6,21000
3+kt,67,Praha 4,18000
3+kt,162,Praha 2,34000
1+kt,31,Praha 1,11000
3+kt,60,Praha 6,22000
2+kt,71,Praha 1,30000
2+kt,62,Praha 2,25000
2+kt,48,Praha 3,16000
3+1,132,Praha,30000
2+kt,53,Praha 5,21000
3+kt,49,Praha 3,19500
1+1,41,Praha,13500
4+1,87,Praha 5,30000
1+1,39,Praha 9,11000
4+kt,120,Praha 5,45000
2+kt,44,Praha 1,16000
2+1,70,Praha 2,20000
3+kt,85,Praha 9,20000
2+kt,55,Praha 2,18000
2+kt,70,Praha 2,19000
3+1,84,Praha 3,25000
3+kt,57,Praha 6,23000
2+kt,59,Praha 9,18346
3+kt,93,Praha 7,35000
2+kt,45,Praha 3,17500
1+kt,35,Praha 5,11500
2+kt,46,Praha 6,19000
3+kt,115,Praha 5,32000
1+kt,21,Praha 5,10000
5+1,142,Praha 7,41000
1+1,40,Praha 5,18400
1+1,45,Praha 1,20000
5+kt,120,Praha 6,35000
1+kt,36,Praha 8,13400
3+1,104,Praha 1,35000
3+kt,80,Praha 6,21000
2+kt,53,Praha 6,18000
4+kt,126,Praha 2,71000
3+kt,72,Praha 2,28000
4+kt,104,Praha 6,33000
1+kt,25,Praha 6,14000
2+kt,39,Praha 6,18000
3+kt,62,Praha 6,24000
3+kt,85,Praha 6,29000
3+kt,65,Praha 6,26000
2+kt,45,Praha 3,13000
2+kt,75,Praha 4,17990
3+kt,62,Praha 6,14000
2+kt,50,Praha 5,20100
3+kt,89,Praha 6,22000
3+1,75,Praha,17500
2+kt,42,Praha 5,13500
2+kt,50,Praha 8,20700
2+kt,60,Praha 1,22000
3+kt,84,Praha 6,28000
1+1,38,Praha 4,12700
1+1,43,Praha 4,11300
4+1,197,Praha 1,120000
1+kt,35,Praha 2,35000
3+kt,102,Praha 2,39500
5+kt,197,Praha 1,120000
2+kt,63,Praha 4,19000
1+1,34,Praha 2,14000
1+1,48,Praha 4,12000
3+kt,80,Praha 4,20000
2+kt,53,Praha 8,15000
2+kt,105,Praha,31500
2+kt,58,Praha 1,16000
1+kt,18,Praha 5,10000
2+1,68,Praha 4,15990
1+kt,27,Praha 3,12000
2+1,53,Praha 6,14500
2+kt,66,Praha,18000
2+1,67,Praha 2,22500
2+1,86,Praha 2,22000
2+kt,62,Praha 5,19000
2+1,80,Praha,19200
2+kt,56,Praha 5,15999
1+kt,24,Praha,14300
3+kt,98,Praha 3,45151
1+kt,33,Praha,12000
3+kt,89,Praha 5,35000
2+1,82,Praha 3,23000
1+1,52,Praha 5,12000
1+1,65,Praha 2,29000
1+kt,18,Praha 4,7000
3+1,104,Praha 1,35000
1+kt,112,Praha 5,21000
2+kt,55,Praha 5,20500
2+1,50,Praha 9,15000
3+kt,112,Praha 4,22000
3+1,122,Praha 2,48800
3+kt,80,Praha 5,25000
2+kt,52,Praha 2,20800
1+1,45,Praha 5,17500
2+kt,64,Praha 2,25600
3+kt,74,Praha 9,24000
2+1,57,Praha 9,15000
3+kt,100,Praha 3,26500
1+kt,32,Praha 1,15000
1+kt,32,Praha 5,20652
2+kt,93,Praha 4,16990
1+kt,48,Praha 3,17000
4+kt,120,Praha,55000
3+kt,79,Praha 8,21990
2+1,65,Praha 9,13000
2+kt,72,Praha 5,23000
2+kt,67,Praha 2,35000
2+kt,45,Praha 3,16000
1+kt,30,Praha,9800
3+kt,76,Praha 7,27000
2+kt,55,Praha 2,27300
2+1,52,Praha 5,15000
1+kt,23,Praha 9,3390000
3+kt,107,Praha 2,55000
2+kt,84,Praha 9,19900
1+kt,64,Praha 8,13900
,214,Praha 3,50000
3+kt,104,Praha 1,28000
2+kt,47,Praha 2,28000
1+kt,48,Praha 1,15000
4+kt,126,Praha 2,71000
2+kt,92,Praha 5,16000
1+kt,48,Praha 1,15000
1+kt,30,Praha 4,12500
1+1,42,Praha 1,20000
3+kt,104,Praha 1,28000
2+kt,40,Praha 4,15000
2+1,56,Praha 1,15000
1+kt,53,Praha,15000
3+kt,95,Praha 3,27500
3+kt,122,Praha 7,45490
3+kt,106,Praha 5,30000
2+kt,50,Praha 6,15000
2+kt,45,Praha 5,14000
1+kt,26,Praha 4,11000
2+1,87,Praha 2,25000
2+kt,63,Praha,11500
2+kt,48,Praha,14000
2+kt,65,Praha 9,14000
5+1,198,Praha 6,65000
4+kt,98,Praha 7,38000
1+kt,15,Praha 5,13700
3+1,108,Praha 7,38000
3+1,94,Praha 1,32000
1+kt,25,Praha 4,10000
5+kt,137,Praha 2,45000
2+1,69,Praha 1,35000
2+kt,50,Praha 4,14990
4+kt,107,Praha,29000
3+kt,87,Praha 8,23000
2+kt,66,Praha 1,19900
1+1,51,Praha 4,13000
2+kt,56,Praha 2,26000
3+1,107,Praha 3,28000
2+kt,62,Praha 5,24990
1+kt,37,Praha 2,23500
3+kt,77,Praha 1,27000
3+kt,73,Praha,22000
3+kt,84,Praha 1,41000
3+kt,122,Praha 6,42000
4+kt,149,Praha 3,36999
1+1,40,Praha 3,14900
5+1,307,Praha 1,150000
3+1,90,Praha 1,19900
1+kt,45,Praha 1,19000
3+1,80,Praha,19000
2+kt,50,Praha 9,13500
1+kt,17,Praha 8,11500
1+kt,17,Praha 8,11500
3+1,75,Praha 5,19000
2+1,52,Praha 6,12500
2+1,64,Praha 1,27000
4+kt,110,Praha 6,36000
2+1,80,Praha,27900
3+kt,87,Praha 1,46000
2+kt,61,Praha 1,36000
3+kt,97,Praha,25000
3+1,99,Praha 6,26000
2+kt,62,Praha 3,16900
1+kt,28,Praha 2,12500
2+1,62,Praha 1,18500
2+kt,67,Praha 1,25000
5+1,150,Praha,28000
3+kt,93,Praha 7,41000
2+kt,92,Praha 5,16000
5+kt,191,Praha 6,49900
3+kt,170,Praha 1,45000
2+kt,49,Praha,12000
1+1,30,Praha 1,13000
3+kt,83,Praha,38000
1+1,31,Praha 5,12900
1+kt,42,Praha 4,14000
4+1,140,Praha,33000
3+1,155,Praha,33000
2+kt,76,Praha 3,19500
2+kt,54,Praha 9,15000
1+1,30,Praha 9,10500
2+kt,58,Praha 9,17500
3+kt,78,Praha 4,16500
3+kt,82,Praha,20000
3+kt,67,Praha,19900
4+kt,117,Praha 6,32000
1+kt,29,Praha 9,12000
2+kt,46,Praha 4,16000
4+1,184,Praha 1,100000
2+1,59,Praha,15000
2+1,64,Praha 5,20000
3+kt,73,Praha,21000
1+kt,28,Praha 5,10000
3+1,150,Praha 6,49000
3+kt,90,Praha 6,25000
2+kt,52,Praha 1,20000
3+kt,113,Praha 1,27000
3+1,91,Praha 2,21000
3+kt,66,Praha,14500
2+kt,57,Praha 8,17000
1+kt,45,Praha 4,11499
2+kt,51,Praha 4,16700
2+kt,50,Praha 5,16000
2+kt,67,Praha 2,23400
2+kt,67,Praha 2,23400
4+kt,93,Praha 6,30000
2+kt,40,Praha 2,21000
1+kt,35,Praha 2,15000
2+kt,65,Praha 1,17500
2+kt,89,Praha 3,40272
3+kt,74,Praha 2,34100
3+1,116,Praha 5,32500
2+1,90,Praha 2,24000
2+1,105,Praha 2,24000
2+kt,56,Praha 3,14000
1+kt,28,Praha 9,12500
3+kt,140,Praha 8,27000
2+kt,50,Praha 3,15000
3+kt,73,Praha 8,14500
2+1,45,Praha 5,28200
1+kt,15,Praha 5,13200
1+kt,11,Praha 5,12000
1+kt,10,Praha 5,11700
3+kt,105,Praha 1,50000
2+kt,42,Praha 2,32000
3+1,100,Praha 2,50000
1+1,40,Praha 2,31000
2+kt,53,Praha 2,31000
2+kt,66,Praha 9,21000
3+kt,104,Praha 6,39000
2+kt,50,Praha 8,22700
4+kt,142,Praha 2,87000
unusual,66,Praha 2,
3+kt,80,Praha 2,52000
3+1,110,Praha 1,29000
3+1,137,Praha 1,34000
4+kt,92,Praha 5,33000
2+kt,50,Praha 9,12500
3+kt,95,Praha 8,35900
3+1,91,Praha 2,23000
2+1,84,Praha 8,18000
2+kt,89,Praha 9,21000
2+1,45,Praha,11000
3+1,80,Praha 1,35000
2+kt,55,Praha 1,21000
3+1,111,Praha 7,30000
2+kt,73,Praha 3,20000
2+1,78,Praha 1,29300
1+1,38,Praha 3,15000
1+kt,35,Praha 3,21000
2+1,67,Praha 4,14000
1+kt,31,Praha 5,27500
2+kt,56,Praha 3,17500
3+kt,67,Praha 2,33000
2+kt,55,Praha 1,17000
4+kt,109,Praha 2,60000
,200,Praha 5,79900
3+1,63,Praha 6,21000
2+kt,74,Praha,22000
2+kt,45,Praha 5,11700
1+kt,33,Praha,15500
4+1,189,Praha 2,53700
2+kt,54,Praha 1,22500
2+kt,45,Praha 7,15000
3+kt,104,Praha 1,33000
3+kt,83,Praha 1,29000
2+kt,63,Praha 4,16500
1+1,45,Praha 7,18500
1+kt,36,Praha,13500
3+kt,83,Praha 9,25200
2+kt,54,Praha 2,17000
2+1,81,Praha 2,19990
1+kt,43,Praha 2,28000
3+kt,125,Praha 2,39000
1+kt,30,Praha 4,11500
1+1,45,Praha 2,20000
1+kt,28,Praha 3,13000
2+kt,57,Praha 9,16000
flatshare,17,Praha 9,5900
4+1,170,Praha 2,55000
2+1,70,Praha,16000
2+1,60,Praha 5,19900
3+kt,100,Praha 5,30000
2+1,72,Praha 6,20000
3+1,67,Praha 6,20000
5+1,189,Praha 2,53700
3+1,81,Praha 2,30000
1+kt,30,Praha,10000
2+kt,91,Praha 2,25000
1+1,50,Praha,13900
2+kt,56,Praha 9,20000
1+1,40,Praha 8,11500
2+kt,60,Praha 5,23000
3+kt,70,Praha 6,22000
2+kt,82,Praha 1,30000
2+kt,51,Praha 4,17000
3+kt,62,Praha 8,20000
2+kt,69,Praha 1,19000
3+kt,80,Praha 9,23000
2+1,57,Praha 6,16800
2+1,78,Praha 8,15500
1+kt,42,Praha 9,12000
1+kt,43,Praha 9,14500
3+1,69,Praha 1,14200
3+1,87,Praha 2,30000
unusual,94,Praha 5,39000
2+1,85,Praha 6,27000
3+1,96,Praha 1,45000
4+1,152,Praha 6,48000
2+kt,68,Praha 1,40000
4+kt,227,Praha 3,119000
3+kt,84,Praha 5,30000
4+kt,105,Praha,35000
2+kt,68,Praha 1,15500
4+1,184,Praha 1,100000
unusual,75,Praha 1,25000
2+1,69,Praha 2,22000
2+1,73,Praha 1,30000
3+kt,95,Praha 3,26500
2+1,60,Praha 2,20000
5+kt,139,Praha 6,35000
2+kt,53,Praha 6,15500
3+kt,67,Praha 4,14500
4+kt,124,Praha 1,53000
2+1,62,Praha 2,20000
2+1,62,Praha 2,20000
4+1,125,Praha 2,38000
3+kt,76,Praha 6,30000
1+kt,30,Praha 3,17500
1+kt,41,Praha 1,10990
2+kt,47,Praha 7,16000
1+kt,41,Praha,13500
2+kt,77,Praha 5,18000
2+kt,40,Praha 2,18000
2+kt,44,Praha 8,14000
1+kt,16,Praha 5,13700
1+kt,38,Praha 5,12000
1+1,61,Praha 8,15000
2+kt,46,Praha 1,13000
3+1,105,Praha 5,22000
3+1,130,Praha 1,54500
1+kt,41,Praha,14999
1+kt,26,Praha,9800
1+1,45,Praha 1,14000
2+1,70,Praha 8,12000
2+kt,73,Praha 7,28000
1+kt,40,Praha 3,14900
3+1,125,Praha,47230
2+1,60,Praha 1,16500
2+kt,54,Praha 2,23000
1+1,32,Praha 9,12000
1+kt,27,Praha 4,15300
1+kt,25,Praha 8,11500
1+kt,28,Praha 4,10000
1+kt,30,Praha 1,14500
2+kt,48,Praha 9,20000
2+kt,61,Praha 1,18700
1+kt,34,Praha,14990
3+kt,85,Praha 2,38000
1+kt,25,Praha 6,13000
2+kt,44,Praha,15500
2+kt,53,Praha 2,22000
2+kt,57,Praha 2,16500
2+kt,51,Praha 2,18000
3+kt,85,Praha 2,38000
1+1,40,Praha 2,21000
3+1,74,Praha 8,25000
2+kt,67,Praha 1,17000
4+kt,150,Praha,48000
2+kt,58,Praha 1,17500
4+kt,108,Praha 8,30000
3+kt,104,Praha 6,39000
2+kt,54,Praha 5,22000
3+kt,85,Praha 2,27000
1+1,40,Praha 5,14000
2+kt,46,Praha 1,13500
1+kt,38,Praha 3,10900
unusual,219,Praha 1,99000
2+kt,59,Praha,18900
4+kt,155,Praha,45000
3+1,87,Praha 3,18000
1+1,40,Praha 1,13000
1+kt,20,Praha 2,11000
3+kt,138,Praha 1,50000
2+kt,58,Praha 2,27000
2+kt,39,Praha 2,19000
4+1,93,Praha 6,30000
2+kt,66,Praha 9,15000
3+1,115,Praha 1,48000
3+1,110,Praha 1,45000
3+1,116,Praha 5,32500
2+kt,50,Praha 2,21000
3+kt,120,Praha,25000
3+1,116,Praha 5,32500
2+kt,50,Praha 9,12900
2+kt,45,Praha 8,10000
3+kt,94,Praha 6,26000
3+kt,74,Praha 1,35000
2+kt,50,Praha 8,22700
2+kt,55,Praha 9,12800
2+kt,58,Praha 5,17000
2+kt,54,Praha,18000
3+1,68,Praha,37000
1+1,41,Praha,17500
2+kt,50,Praha 4,20000
1+kt,33,Praha 9,12000
4+kt,120,Praha 5,45000
2+kt,46,Praha,17000
2+1,52,Praha,13500
3+kt,96,Praha,23000
2+kt,69,Praha,23000
1+1,45,Praha 2,20000
3+kt,91,Praha 6,36000
1+kt,69,Praha 6,23000
3+kt,117,Praha 4,80000
3+kt,122,Praha 6,44000
2+kt,52,Praha 5,25000
3+kt,91,Praha 6,38000
3+kt,140,Praha 5,27000
4+kt,159,Praha 1,42000
3+1,95,Praha 5,29000
2+1,105,Praha 4,19800
1+kt,37,Praha 2,17500
1+kt,31,Praha 1,12500
2+kt,54,Praha 4,13000
4+1,147,Praha 2,58000
1+kt,32,Praha 6,10000
3+kt,111,Praha 5,23000
3+1,90,Praha 4,19000
3+kt,86,Praha 4,18000
3+kt,95,Praha 4,44900
3+1,120,Praha 1,27000
2+kt,62,Praha 2,26000
3+1,121,Praha 5,29000
3+1,56,Praha 9,15000
1+1,55,Praha 1,12500
2+1,54,Praha 7,18000
2+kt,45,Praha 5,14500
3+1,115,Praha 2,42000
2+1,52,Praha 9,14900
3+1,85,Praha 2,30500
3+kt,63,Praha 1,30000
2+kt,45,Praha 4,14600
1+kt,41,Praha 2,22000
2+kt,54,Praha 2,22000
2+kt,76,Praha 2,32000
1+kt,42,Praha 3,16800
2+kt,55,Praha 1,16900
1+kt,19,Praha 8,11500
3+kt,90,Praha 7,26900
1+kt,36,Praha 1,13700
3+kt,90,Praha,22000
1+kt,25,Praha 9,10000
3+kt,75,Praha 3,19000
1+kt,40,Praha 4,16500
2+kt,42,Praha 8,13500
3+kt,157,Praha 5,23000
1+kt,100,Praha 5,22000
1+1,35,Praha 3,16000
2+kt,100,Praha 5,22000
2+kt,71,Praha 5,19000
4+kt,166,Praha 3,120815
2+kt,38,Praha 5,13000
1+kt,14,Praha 9,5500
1+kt,42,Praha 4,18000
4+kt,130,Praha 2,49500
2+kt,50,Praha 1,20000
2+kt,100,Praha 4,23263
2+kt,49,Praha 7,16500
1+kt,50,Praha 4,15790
3+kt,115,Praha 4,23571
1+kt,37,Praha 9,11500
1+kt,30,Praha 2,23000
3+kt,84,Praha 6,25000
1+1,33,Praha 8,15000
2+1,56,Praha 7,15000
2+kt,58,Praha 8,21000
3+kt,67,Praha 1,15500
unusual,62,Praha 4,16000
3+1,85,Praha 6,22000
2+kt,63,Praha,22000
1+kt,40,Praha,11500
3+kt,70,Praha 5,19000
3+kt,85,Praha 4,30000
2+kt,57,Praha,17900
2+kt,47,Praha 5,15000
2+1,60,Praha 1,16000
2+kt,45,Praha 6,18000
3+1,70,Praha 6,20000
5+1,130,Praha,41000
3+1,99,Praha,25490
3+1,110,Praha 1,35000
2+kt,54,Praha 8,14900
2+kt,48,Praha 4,12500
2+kt,68,Praha,16900
3+kt,62,Praha,19500
2+kt,58,Praha 2,27000
3+kt,110,Praha 2,40000
5+kt,142,Praha 7,50000
3+kt,107,Praha 2,55000
2+kt,42,Praha 4,12500
2+kt,45,Praha 8,20000
4+kt,106,Praha 6,42000
3+kt,62,Praha 1,30000
2+kt,38,Praha 2,21000
3+kt,74,Praha 5,23000
2+kt,48,Praha 2,24000
3+kt,77,Praha 2,28000
2+1,56,Praha 8,16800
4+kt,125,Praha,21000
2+kt,47,Praha 2,18500
3+kt,108,Praha 2,60000
,280,Praha 2,65000
2+kt,48,Praha 2,24000
2+1,54,Praha 7,18000
2+kt,77,Praha 1,38000
2+kt,72,Praha 9,20000
2+1,58,Praha 1,18000
2+kt,45,Praha 2,15500
2+kt,42,Praha 8,16500
3+1,72,Praha 5,23000
1+1,40,Praha 7,15500
3+1,144,Praha 2,58000
3+1,103,Praha 2,39000
5+1,200,Praha 7,60000
3+1,73,Praha 1,36400
1+kt,37,Praha 3,13900
4+1,195,Praha,75000
3+kt,93,Praha 3,45177
5+kt,181,Praha 5,57920
2+kt,45,Praha 6,14500
2+kt,45,Praha 6,14500
2+kt,42,Praha,14500
5+kt,240,Praha 7,69800
3+kt,100,Praha 6,22000
3+kt,157,Praha 2,33000
1+1,32,Praha 4,12000
2+1,68,Praha 3,18500
4+1,140,Praha 2,60000
2+kt,67,Praha 9,17000
2+1,92,Praha 3,23000
2+kt,45,Praha 9,13500
3+kt,89,Praha 2,30000
3+kt,90,Praha 5,24000
4+kt,99,Praha 1,21000
4+kt,166,Praha 3,120815
1+1,32,Praha,12900
4+kt,96,Praha 7,22540
4+kt,87,Praha 6,25000
1+1,30,Praha 4,13000
2+1,42,Praha 1,16500
3+1,95,Praha 4,19000
2+kt,65,Praha 3,22000
,160,Praha 5,41000
1+kt,23,Praha 2,19900
3+kt,97,Praha 8,19999
1+kt,16,Praha 1,20000
2+kt,54,Praha,13000
2+kt,43,Praha 5,13000
2+kt,53,Praha,14900
5+1,182,Praha 1,67000
1+kt,35,Praha 8,17650
2+kt,63,Praha 8,26400
2+kt,59,Praha 5,18900
1+1,30,Praha 2,10000
3+1,86,Praha 9,23000
4+kt,120,Praha 5,30000
1+kt,44,Praha 8,11000
1+kt,42,Praha 5,14900
3+kt,78,Praha 3,21000
2+kt,57,Praha 9,19000
1+1,51,Praha 2,18000
2+kt,55,Praha 5,17500
4+kt,109,Praha 2,33000
2+1,76,Praha 5,21000
2+1,50,Praha 6,16000
2+1,63,Praha,20000
2+kt,50,Praha 6,15000
1+1,55,Praha 1,17500
2+kt,52,Praha 4,20000
3+kt,100,Praha 1,42000
4+kt,118,Praha 1,53000
2+1,90,Praha 6,19000
2+kt,53,Praha 8,23000
2+kt,47,Praha 1,15000
3+1,97,Praha 9,16000
3+kt,71,Praha 5,17100
5+1,180,Praha 2,120000
4+kt,75,Praha 1,20000
2+kt,51,Praha 9,14000
3+kt,140,Praha 5,27000
2+kt,40,Praha,11900
2+kt,35,Praha 9,11900
3+kt,97,Praha 2,38000
3+kt,82,Praha 8,30000
2+1,80,Praha 6,19990
3+kt,71,Praha 4,19950
1+1,33,Praha 4,13500
1+1,34,Praha 2,14000
1+kt,36,Praha 4,13000
1+kt,55,Praha 5,14850
4+kt,120,Praha 1,53000
2+kt,42,Praha 1,12000
2+kt,67,Praha 3,21000
2+kt,58,Praha 1,16000
2+kt,70,Praha 5,21990
1+kt,43,Praha 5,13000
3+kt,95,Praha 3,22800
2+1,45,Praha 1,21000
1+kt,28,Praha 9,11800
2+1,70,Praha,25000
3+kt,85,Praha 5,29500
1+kt,38,Praha 5,11800
2+1,52,Praha 4,16500
3+1,111,Praha 7,30000
4+1,305,Praha,50000
3+1,81,Praha 2,30000
2+kt,42,Praha 9,24000
3+kt,84,Praha 2,30500
1+kt,56,Praha 9,15700
1+kt,57,Praha 9,15700
3+kt,90,Praha 5,24000
2+kt,59,Praha 5,18000
1+kt,57,Praha 7,18000
2+1,64,Praha 5,16000
3+kt,75,Praha 6,16500
1+kt,36,Praha 9,12000
4+1,85,Praha 8,19900
2+1,55,Praha 9,16000
3+kt,99,Praha 5,30000
2+kt,111,Praha 1,20000
3+kt,78,Praha 9,23000
2+kt,45,Praha 8,13900
2+1,75,Praha 2,24000
2+kt,53,Praha 1,15000
2+kt,50,Praha 2,21000
1+kt,29,Praha 3,2900000
2+kt,54,Praha 5,17900
3+kt,105,Praha 1,28000
3+1,81,Praha 2,30000
1+kt,20,Praha 3,12900
1+kt,35,Praha 3,15000
1+kt,28,Praha 3,13900
1+kt,9,Praha 5,12000
2+kt,72,Praha 9,20000
2+1,70,Praha 4,16000
unusual,240,Praha 1,60000
1+kt,42,Praha 1,15000
2+1,68,Praha 5,17000
3+1,65,Praha 4,16000
3+kt,97,Praha 2,38000
1+kt,25,Praha 6,9500
2+kt,69,Praha 3,23000
2+kt,70,Praha 6,33000
3+kt,97,Praha 6,35000
3+kt,90,Praha 2,23000
2+kt,65,Praha 3,18000
3+kt,75,Praha 2,28000
1+kt,46,Praha 4,14000
1+kt,45,Praha 5,17500
2+1,55,Praha 1,14500
2+kt,50,Praha 4,14990
3+kt,95,Praha 5,28900
2+kt,65,Praha 1,21000
2+kt,43,Praha 5,22000
1+kt,32,Praha 9,14000
2+kt,60,Praha 3,17000
2+kt,76,Praha 1,21000
2+kt,43,Praha 4,14000
1+1,50,Praha 2,21000
flatshare,20,Praha 1,5000
5+1,174,Praha 1,67000
4+kt,105,Praha 4,26000
5+kt,143,Praha 5,49500
2+1,52,Praha 8,15500
1+kt,38,Praha 3,15000
2+kt,50,Praha 8,25000
2+kt,60,Praha 5,16500
1+kt,62,Praha 1,13900
4+kt,152,Praha 6,60000
1+kt,30,Praha,11900
2+1,54,Praha 7,18000
1+kt,51,Praha 7,21000
1+kt,35,Praha 6,10500
3+kt,150,Praha 1,19500
2+kt,61,Praha 1,16000
1+kt,30,Praha,13500
1+kt,25,Praha 2,11000
3+kt,85,Praha 8,30000
2+kt,47,Praha 3,19500
3+kt,75,Praha 2,22000
3+kt,80,Praha 5,27000
4+kt,159,Praha 1,42000
3+kt,78,Praha 2,30500
1+1,40,Praha 5,17000
2+kt,50,Praha 5,19000
1+kt,33,Praha 5,11000
1+1,40,Praha 5,17000
2+kt,52,Praha 3,15000
3+kt,80,Praha 5,27000
2+kt,50,Praha 9,13900
3+kt,84,Praha 1,32000
1+kt,28,Praha 4,9500
2+kt,72,Praha 2,22000
1+kt,26,Praha,9500
1+1,28,Praha,17000
3+kt,78,Praha 8,18000
4+kt,139,Praha 4,35000
1+1,51,Praha 1,13900
2+kt,50,Praha 1,22000
4+kt,160,Praha,36000
3+kt,92,Praha 2,45000
4+kt,183,Praha 2,70000
5+1,202,Praha 2,105000
3+1,71,Praha,19000
2+kt,70,Praha 4,34900
2+kt,75,Praha 5,36000
3+kt,80,Praha,24000
2+kt,61,Praha 4,16912
2+kt,70,Praha 5,20000
1+kt,16,Praha 5,13700
2+kt,44,Praha 4,14500
1+1,45,Praha 6,13900
