type,size,locality,price
2+kt,40,Praha 2,19900
2+kt,50,Praha 2,14000
4+kt,127,Praha,35000
1+kt,30,Praha 3,13000
3+1,100,Praha 1,19000
3+1,123,Praha 1,28000
3+kt,79,Praha 7,37000
3+kt,115,Praha 4,60000
2+kt,60,Praha,18000
2+1,60,Praha 4,16000
2+kt,70,Praha 7,23000
2+kt,48,Praha 2,24000
3+kt,110,Praha 4,70000
3+kt,82,Praha 3,18000
5+kt,347,Praha 3,49999
3+kt,98,Praha 8,27999
3+kt,118,Praha 3,42499
3+1,117,Praha 6,35000
2+kt,48,Praha 2,19000
2+kt,72,Praha 2,27000
2+kt,49,Praha 1,15200
1+kt,30,Praha 4,12000
1+1,42,Praha 8,12000
1+kt,27,Praha 4,10500
2+kt,56,Praha 5,15500
3+kt,108,Praha 1,28000
2+kt,50,Praha 3,15000
2+1,70,Praha 1,25815
3+kt,111,Praha,41000
2+kt,48,Praha 2,24000
2+kt,53,Praha 2,24000
2+1,70,Praha 5,16500
2+kt,50,Praha 2,28000
1+1,30,Praha 4,10300
1+kt,30,Praha 3,17500
3+1,126,Praha 2,39000
3+kt,84,Praha,21000
4+kt,106,Praha 3,28000
4+kt,184,Praha,45000
3+kt,70,Praha 6,22000
2+kt,89,Praha 3,40272
1+kt,32,Praha 3,15000
2+1,54,Praha 1,17500
4+kt,155,Praha 1,50000
1+kt,30,Praha 4,10300
2+kt,117,Praha 5,33000
2+kt,58,Praha,15900
2+kt,44,Praha,13900
1+kt,48,Praha 4,15000
2+kt,50,Praha 2,21500
2+kt,45,Praha 1,22000
2+kt,54,Praha 4,17000
2+1,50,Praha 9,13000
3+kt,64,Praha 1,31000
3+kt,76,Praha 6,19500
2+1,68,Praha 6,19000
3+1,83,Praha,35000
2+kt,102,Praha 5,35000
3+1,72,Praha 4,16800
2+kt,45,Praha 1,14500
4+kt,116,Praha,39000
2+1,55,Praha,15000
3+kt,109,Praha 4,23500
2+kt,48,Praha 5,14900
2+kt,60,Praha 9,12000
1+1,50,Praha 4,15000
2+kt,82,Praha 2,38000
4+kt,163,Praha 2,95000
3+1,115,Praha 7,25000
4+kt,190,Praha 6,90000
4+1,181,Praha 5,52000
1+kt,27,Praha 4,10000
3+kt,73,Praha 2,31000
3+kt,177,Praha 3,29990
2+kt,50,Praha 2,21500
1+1,27,Praha 6,11500
2+1,63,Praha,23000
1+kt,40,Praha 9,12500
3+kt,95,Praha 5,19500
3+kt,90,Praha 9,24000
1+kt,20,Praha,15000
2+kt,55,Praha 4,17000
4+kt,72,Praha 4,16900
1+kt,32,Praha 6,11000
4+kt,180,Praha 5,50000
1+kt,35,Praha 2,21000
3+kt,80,Praha 2,38000
3+1,56,Praha 6,17000
,146,Praha,50000
1+kt,40,Praha 1,13500
2+kt,43,Praha 1,13500
2+1,50,Praha 8,13000
2+kt,64,Praha 5,25000
3+1,144,Praha 4,30000
3+kt,79,Praha 3,26500
2+1,72,Praha 1,25000
2+kt,42,Praha 4,12500
3+kt,111,Praha 7,41000
4+kt,135,Praha 3,92964
3+1,97,Praha 1,24000
1+kt,40,Praha 9,11500
2+kt,58,Praha 1,18000
2+1,80,Praha 2,27500
3+kt,80,Praha 6,20000
3+1,81,Praha 3,25000
3+kt,65,Praha 6,21800
3+kt,88,Praha 8,31400
4+kt,188,Praha 2,55000
3+kt,88,Praha,25000
4+kt,166,Praha 5,50000
2+kt,67,Praha 3,23000
1+kt,50,Praha 4,13000
3+kt,57,Praha 2,24000
2+kt,43,Praha 4,11000
2+kt,60,Praha 3,60279
2+1,52,Praha 7,16500
1+kt,31,Praha 5,27500
2+1,90,Praha 3,23000
1+kt,28,Praha 4,10200
1+kt,35,Praha 5,11200
4+kt,140,Praha 3,119855
2+1,69,Praha 1,19500
4+kt,120,Praha,50000
2+kt,48,Praha 4,14000
3+kt,110,Praha 4,24000
2+kt,78,Praha 8,22500
3+kt,77,Praha 6,20000
1+kt,40,Praha 1,17000
3+kt,88,Praha 2,28000
3+kt,88,Praha 5,30000
3+kt,86,Praha,17800
2+kt,55,Praha 5,19500
4+kt,166,Praha 3,119855
1+kt,41,Praha 3,13900
2+kt,57,Praha 9,14500
2+kt,53,Praha 4,15000
4+1,160,Praha 1,60000
2+kt,61,Praha 3,24500
4+1,181,Praha 5,54000
4+kt,134,Praha 2,71000
2+kt,56,Praha 6,22000
2+kt,54,Praha 3,21800
3+kt,70,Praha 1,30000
5+kt,137,Praha 2,43000
2+kt,79,Praha 3,32000
2+kt,135,Praha 3,80000
2+kt,66,Praha 3,30000
3+kt,123,Praha 3,45000
4+1,142,Praha 2,87000
2+kt,56,Praha 5,32000
2+kt,55,Praha 5,28000
4+1,220,Praha 1,180000
4+1,130,Praha 1,45000
4+kt,87,Praha 5,39000
3+kt,73,Praha 1,36400
4+kt,118,Praha 6,45000
4+kt,123,Praha 2,45000
3+kt,106,Praha 2,55000
1+kt,35,Praha 2,21000
3+kt,99,Praha 5,33000
3+kt,116,Praha 3,55245
3+kt,81,Praha 5,29000
4+1,145,Praha 1,65000
4+kt,126,Praha 2,71000
3+kt,92,Praha 2,35000
3+kt,91,Praha 2,45000
4+kt,146,Praha 2,65000
4+kt,110,Praha 2,60000
4+kt,115,Praha 2,45000
3+1,104,Praha 1,52000
4+kt,140,Praha 1,50000
5+1,194,Praha 1,69000
4+kt,144,Praha 1,58000
,183,Praha 1,70000
5+kt,172,Praha 1,59000
3+kt,150,Praha 2,48000
4+1,203,Praha 1,90000
2+1,90,Praha 1,45000
4+1,181,Praha 5,54000
2+kt,43,Praha 2,67119
4+1,240,Praha 3,70000
4+kt,174,Praha 2,45000
,290,Praha 4,65000
5+kt,150,Praha 5,51000
4+1,160,Praha 1,65000
1+kt,43,Praha 9,14000
unusual,87,Praha 7,23000
2+1,44,Praha 5,13500
2+kt,61,Praha 5,17500
unusual,164,Praha 2,26000
3+1,72,Praha 5,14000
2+1,50,Praha,17000
2+kt,48,Praha 6,16000
2+1,52,Praha 1,17000
4+kt,164,Praha 6,63000
4+kt,82,Praha 1,21500
3+1,144,Praha 6,48000
3+1,77,Praha 5,20000
,293,Praha 6,78000
3+kt,90,Praha 1,24000
4+kt,109,Praha 2,60000
2+kt,54,Praha 7,19900
3+1,75,Praha 6,20000
2+kt,68,Praha 5,22000
2+kt,43,Praha 5,15000
unusual,319,Praha 6,75000
3+kt,90,Praha 5,35000
2+kt,78,Praha 9,23000
1+kt,29,Praha 9,10900
4+1,246,Praha 6,75000
2+kt,50,Praha 3,16000
2+kt,51,Praha 5,15000
2+kt,53,Praha 5,18000
2+kt,70,Praha 7,22000
3+1,90,Praha 6,35000
3+1,74,Praha 6,20000
2+kt,52,Praha 5,16000
2+1,93,Praha 1,49000
3+kt,77,Praha 1,27000
3+1,76,Praha 4,15500
1+kt,24,Praha 1,15000
5+1,225,Praha,55000
2+kt,40,Praha 1,18000
3+kt,91,Praha 4,24000
2+kt,66,Praha 2,23400
4+kt,116,Praha 1,53000
3+kt,69,Praha 2,35000
2+kt,50,Praha 2,27000
2+kt,75,Praha 2,45000
2+1,78,Praha 2,27400
4+kt,98,Praha 6,30000
2+kt,52,Praha 1,13000
1+kt,53,Praha,16000
3+1,144,Praha 1,49000
3+kt,88,Praha 5,30000
2+kt,45,Praha 5,12500
1+1,41,Praha 3,16000
2+1,48,Praha 1,12500
4+kt,93,Praha 6,35000
1+kt,41,Praha 4,10000
2+1,70,Praha 3,21500
3+kt,129,Praha 5,28000
4+1,200,Praha 1,90000
3+kt,68,Praha 4,20000
2+kt,53,Praha 3,18500
2+kt,42,Praha 9,12490
1+kt,33,Praha 9,14000
2+kt,75,Praha 8,22000
3+1,86,Praha 9,24000
4+kt,238,Praha 8,60000
3+kt,91,Praha 1,22000
4+kt,166,Praha 3,119800
4+kt,135,Praha 3,89891
2+kt,60,Praha 5,16000
2+kt,50,Praha 9,14000
1+1,43,Praha 1,22000
2+kt,58,Praha 1,17500
3+1,126,Praha 1,55000
3+1,124,Praha 1,53000
2+kt,57,Praha 5,22000
3+kt,57,Praha 6,17000
4+kt,210,Praha 5,65000
3+1,103,Praha 2,42000
1+kt,35,Praha,21000
1+kt,40,Praha 3,16000
3+kt,86,Praha 9,24000
2+kt,62,Praha 8,26000
3+1,100,Praha 1,40000
3+kt,85,Praha 3,32500
2+kt,47,Praha,17000
4+kt,96,Praha 8,34000
2+kt,52,Praha 1,14500
4+kt,150,Praha 4,35000
2+1,77,Praha 2,26900
2+1,78,Praha 2,27400
5+1,178,Praha 5,54000
3+1,70,Praha 9,17000
1+kt,36,Praha 5,13900
2+kt,62,Praha,22000
2+kt,65,Praha 9,16000
4+kt,133,Praha 4,20000
2+kt,41,Praha 2,30000
1+kt,27,Praha 9,16000
3+1,90,Praha 1,29000
unusual,219,Praha 1,99000
2+kt,47,Praha 9,14000
2+kt,51,Praha 1,16500
4+kt,195,Praha 7,75000
2+kt,60,Praha 5,16000
2+kt,70,Praha 1,35000
2+kt,56,Praha 4,15000
3+kt,108,Praha 6,35000
3+kt,107,Praha 2,55000
2+kt,57,Praha 4,19500
3+kt,82,Praha,27000
1+kt,42,Praha 2,22000
2+1,75,Praha 7,21490
flatshare,30,Praha 5,9000
unusual,150,Praha,50000
1+kt,43,Praha 2,22000
1+kt,42,Praha 2,22000
1+kt,42,Praha 2,22000
2+kt,81,Praha 2,33000
2+kt,74,Praha 1,30000
1+kt,40,Praha 2,22000
3+1,143,Praha 3,45000
3+kt,75,Praha,19000
3+1,128,Praha 1,56000
1+kt,62,Praha 1,25000
2+kt,108,Praha 2,45000
3+kt,138,Praha 2,50000
1+kt,42,Praha 2,22000
1+kt,40,Praha 2,22000
4+kt,124,Praha 1,53000
3+kt,111,Praha 8,19900
2+kt,82,Praha 2,32000
1+1,46,Praha 2,22000
1+1,76,Praha 2,29000
2+kt,104,Praha 2,39000
3+kt,70,Praha 2,35000
3+kt,100,Praha 2,42000
2+kt,73,Praha 2,32000
2+kt,75,Praha 2,32000
2+kt,73,Praha 2,30000
2+kt,72,Praha 2,28000
3+kt,64,Praha 5,29500
2+1,42,Praha 2,16000
3+kt,110,Praha,39500
3+kt,130,Praha 2,45000
2+kt,49,Praha,19000
2+kt,51,Praha 8,14000
2+kt,50,Praha 5,15000
2+kt,65,Praha 5,15990
2+kt,114,Praha 2,39000
3+kt,137,Praha 2,52000
2+kt,70,Praha 2,28000
2+kt,80,Praha 2,38000
2+kt,75,Praha 2,30000
2+kt,74,Praha 2,30000
2+kt,79,Praha 2,35000
3+1,144,Praha 9,26000
unusual,91,Praha 2,22000
4+kt,90,Praha,18000
,205,Praha,130000
3+kt,60,Praha,16000
2+kt,79,Praha 5,17000
4+kt,92,Praha 3,35000
1+kt,35,Praha 2,35000
1+kt,11,Praha 5,15200
2+kt,160,Praha 3,60279
2+kt,117,Praha 2,32000
3+1,76,Praha 4,18000
2+kt,58,Praha,17500
2+kt,50,Praha 9,15000
2+kt,50,Praha 1,18000
2+kt,70,Praha 1,22500
4+kt,164,Praha 6,59000
2+kt,66,Praha 5,23500
2+kt,76,Praha 3,18000
1+kt,12,Praha 5,14200
1+kt,12,Praha 5,12700
2+kt,53,Praha,15500
2+kt,60,Praha,18000
2+kt,50,Praha 3,16900
1+1,30,Praha,10000
2+1,80,Praha,17000
3+1,130,Praha 4,25000
3+kt,85,Praha 3,22000
1+kt,13,Praha 5,12700
2+kt,55,Praha,12500
3+kt,88,Praha 4,27500
3+1,62,Praha,17900
2+kt,47,Praha 1,25000
2+kt,37,Praha 1,14000
3+kt,92,Praha 8,23900
2+1,98,Praha 1,25000
2+1,72,Praha 1,25000
4+kt,124,Praha 1,37000
3+1,63,Praha 6,21000
2+kt,55,Praha 4,16000
2+kt,68,Praha 5,35000
1+kt,20,Praha 5,25000
1+1,30,Praha 2,16000
1+kt,30,Praha 9,11500
2+kt,53,Praha 3,15000
2+kt,65,Praha 1,19000
3+1,84,Praha 4,20000
2+1,63,Praha 2,20000
3+1,63,Praha 6,21000
5+1,198,Praha 6,65000
1+kt,28,Praha 4,11000
1+1,36,Praha 3,12500
2+1,105,Praha 1,34000
2+kt,83,Praha,30000
3+kt,81,Praha 7,37000
3+kt,109,Praha 9,25000
2+kt,95,Praha 8,15000
3+1,83,Praha 5,17000
5+kt,176,Praha 2,120000
3+kt,93,Praha 7,41000
3+kt,106,Praha 1,28000
2+kt,43,Praha 1,30000
2+kt,37,Praha 1,18000
3+kt,82,Praha 3,25000
2+kt,50,Praha 2,21500
2+kt,61,Praha 9,17668
2+1,98,Praha 3,20900
1+kt,22,Praha 2,16500
1+kt,27,Praha 5,10500
2+kt,54,Praha 9,16000
4+kt,137,Praha 3,93709
2+kt,57,Praha 5,17000
2+kt,89,Praha 3,39800
1+kt,17,Praha 4,10000
1+kt,43,Praha 4,12900
2+kt,50,Praha 6,16000
2+kt,50,Praha,17000
2+kt,52,Praha 8,21500
3+kt,70,Praha 1,34990
4+1,165,Praha 1,92000
1+kt,19,Praha 4,10000
2+kt,47,Praha 3,22000
2+1,85,Praha 1,37000
4+1,160,Praha 1,38000
4+kt,191,Praha 3,65000
3+kt,85,Praha 7,24000
4+kt,109,Praha 6,45000
2+kt,44,Praha 4,14000
2+kt,45,Praha 4,15000
5+1,202,Praha 2,105000
2+kt,56,Praha 3,21000
2+1,42,Praha 2,16000
3+kt,55,Praha 9,15000
5+1,202,Praha 2,105000
1+1,50,Praha 1,12000
2+kt,52,Praha,20000
3+1,94,Praha 3,33000
2+kt,51,Praha 5,13800
2+kt,73,Praha 1,45000
unusual,10,Praha 4,7000
3+1,135,Praha 2,48000
1+kt,30,Praha 2,15000
2+kt,66,Praha 3,24000
4+kt,118,Praha 4,22000
3+kt,78,Praha 6,15000
2+1,56,Praha 1,26000
3+kt,77,Praha 6,28000
2+kt,52,Praha 1,18000
2+kt,72,Praha 5,27000
3+1,110,Praha 1,48000
2+1,66,Praha 8,
2+kt,66,Praha 1,30000
3+kt,110,Praha 7,41000
2+kt,49,Praha 3,19500
2+kt,59,Praha 4,14500
,280,Praha,65000
2+kt,44,Praha 5,13500
1+kt,26,Praha 5,12000
2+kt,53,Praha 1,20000
2+kt,68,Praha 6,15000
,230,Praha 1,70000
2+kt,62,Praha 1,30000
3+kt,79,Praha 8,28000
2+kt,39,Praha 4,12000
2+kt,55,Praha 1,15600
2+kt,50,Praha 8,16000
2+kt,43,Praha 5,12000
3+1,99,Praha 5,27000
4+1,170,Praha 1,92000
1+1,45,Praha,7800
2+1,55,Praha 4,23000
3+kt,99,Praha 1,24000
4+kt,240,Praha 4,40000
1+kt,30,Praha 5,25000
1+kt,33,Praha 9,14000
2+kt,55,Praha 5,35000
3+1,95,Praha,32000
3+1,76,Praha 1,18000
2+kt,60,Praha 2,23000
3+1,117,Praha 1,28000
3+kt,122,Praha 2,35000
3+kt,81,Praha 5,29000
3+kt,122,Praha 2,35000
3+kt,110,Praha 5,39000
3+1,120,Praha 5,38000
2+kt,57,Praha 5,22000
5+kt,190,Praha 2,55000
4+kt,101,Praha 5,30000
4+1,200,Praha 1,90000
3+kt,57,Praha 6,17000
2+kt,64,Praha 2,29000
5+1,162,Praha 6,55000
2+1,49,Praha 5,16500
3+1,72,Praha 5,24000
4+kt,98,Praha 7,38000
3+kt,77,Praha 6,28000
2+1,60,Praha 1,16000
2+kt,50,Praha 5,32000
3+1,80,Praha 4,19000
3+kt,70,Praha 2,24000
2+kt,50,Praha 4,13500
2+kt,64,Praha 2,23000
2+kt,40,Praha 6,25000
3+1,90,Praha 3,25000
1+kt,28,Praha,8500
2+1,78,Praha 7,19500
,386,Praha 6,100000
2+kt,46,Praha 5,17000
2+kt,45,Praha 5,14000
3+1,96,Praha 1,25000
3+kt,110,Praha 2,26500
3+kt,105,Praha 2,30000
2+kt,50,Praha 2,21500
3+kt,210,Praha 5,45000
2+kt,49,Praha 1,14600
3+kt,62,Praha 1,30000
2+1,72,Praha 5,18000
3+1,94,Praha 5,42000
2+kt,57,Praha 4,13500
,211,Praha,42000
2+1,90,Praha 1,26000
3+1,110,Praha 1,42000
1+1,46,Praha 4,13800
3+kt,143,Praha 1,50000
2+1,54,Praha 6,15000
2+kt,50,Praha 2,21500
2+1,50,Praha 8,18000
2+kt,60,Praha 5,17000
2+kt,68,Praha 2,22500
2+kt,63,Praha 9,15000
2+1,70,Praha 9,14000
2+kt,55,Praha 8,22500
3+kt,95,Praha 4,45000
2+kt,57,Praha 4,20000
2+kt,51,Praha 4,18000
3+1,80,Praha,19999
3+kt,93,Praha 7,41000
3+kt,82,Praha 6,22000
3+kt,100,Praha 2,45000
2+kt,53,Praha 4,11000
3+1,75,Praha 2,19000
1+kt,28,Praha 9,11000
3+kt,93,Praha 3,34800
3+kt,113,Praha 1,23500
3+kt,65,Praha,16000
2+kt,50,Praha 3,16900
3+kt,79,Praha 9,21000
2+kt,64,Praha 5,13500
2+kt,42,Praha 9,14000
2+kt,50,Praha 6,17000
2+1,54,Praha 9,16000
3+kt,50,Praha 9,18000
3+kt,113,Praha 5,43500
4+kt,180,Praha 8,34500
2+1,65,Praha 4,8300
2+kt,55,Praha 8,17000
3+1,118,Praha 2,32000
unusual,219,Praha 1,99000
1+kt,29,Praha 1,12900
4+kt,118,Praha 4,22000
4+1,110,Praha 8,25000
4+kt,117,Praha 9,21000
3+kt,86,Praha 2,26000
3+1,86,Praha 4,15000
2+kt,45,Praha 8,20000
2+kt,54,Praha 1,17000
flatshare,20,Praha 9,7500
2+kt,66,Praha 1,35000
unusual,300,Praha 4,65000
2+kt,45,Praha 5,20000
4+kt,152,Praha 1,65000
3+kt,138,Praha 1,40000
3+kt,60,Praha 1,24700
2+1,68,Praha 4,17000
1+1,45,Praha 3,15000
3+kt,105,Praha 3,31000
2+kt,50,Praha 2,35000
3+kt,85,Praha 1,26000
4+kt,120,Praha 5,30000
3+kt,60,Praha 9,14000
2+kt,52,Praha 4,17000
2+kt,62,Praha 9,19000
1+kt,32,Praha 5,15000
2+kt,90,Praha 1,27000
4+1,165,Praha 1,92000
2+kt,47,Praha 3,28000
5+kt,232,Praha,60000
3+kt,183,Praha,49000
4+kt,207,Praha,55000
4+kt,103,Praha 3,21500
3+kt,67,Praha 1,16000
2+kt,65,Praha 1,35000
2+kt,45,Praha 3,17000
1+kt,41,Praha 5,13500
2+kt,56,Praha 6,16000
2+kt,50,Praha 5,31500
1+kt,30,Praha 5,24500
4+kt,121,Praha 1,29000
3+kt,100,Praha 2,43000
3+kt,93,Praha 7,41000
5+kt,201,Praha 4,39000
4+1,121,Praha,20000
1+kt,27,Praha 1,13500
2+1,60,Praha 2,22000
4+1,120,Praha 5,27500
1+kt,31,Praha 1,12500
2+kt,82,Praha 1,24900
2+kt,65,Praha,17000
1+1,70,Praha,13900
2+kt,88,Praha 5,19000
2+1,53,Praha 1,15000
,300,Praha,65000
2+kt,53,Praha 5,25000
3+1,136,Praha 1,40000
4+1,152,Praha 6,48000
3+kt,98,Praha 1,55000
1+kt,37,Praha 5,18000
5+1,226,Praha 1,85000
4+1,150,Praha 1,79000
3+1,110,Praha 1,55000
4+kt,103,Praha 3,
3+kt,110,Praha 6,42000
2+1,48,Praha 1,19500
3+1,80,Praha 2,26000
3+kt,83,Praha 3,35000
2+kt,62,Praha 2,21000
3+1,95,Praha 2,35000
2+kt,52,Praha 1,16000
3+kt,80,Praha 6,20000
1+1,40,Praha 3,15000
2+kt,64,Praha 9,18359
2+kt,35,Praha 9,13000
1+1,35,Praha 4,19000
unusual,64,Praha 6,17300
2+kt,54,Praha 1,15500
2+kt,60,Praha 1,16500
2+1,50,Praha 1,14000
2+kt,63,Praha 1,16500
3+1,150,Praha 1,65000
3+kt,115,Praha 5,36000
2+kt,72,Praha 1,34000
4+1,147,Praha 2,58000
4+kt,90,Praha 7,26500
2+kt,56,Praha 6,16000
,290,Praha 4,65000
2+kt,65,Praha 3,18000
3+1,63,Praha 6,21000
2+1,51,Praha 6,13000
3+kt,80,Praha 2,52000
4+1,170,Praha 6,48000
4+1,198,Praha 6,65000
5+1,225,Praha 5,100000
5+1,200,Praha 6,67500
4+1,225,Praha 5,65000
2+1,190,Praha 5,35000
4+kt,116,Praha 5,39000
2+kt,53,Praha 1,15000
2+1,71,Praha 2,35000
2+kt,49,Praha 1,15000
1+kt,24,Praha 3,16000
2+kt,60,Praha 3,15000
3+kt,80,Praha 7,27000
3+kt,73,Praha 6,21000
2+kt,44,Praha 8,14990
2+1,95,Praha 2,24999
2+kt,50,Praha,16000
1+1,46,Praha 4,
1+1,45,Praha 4,
2+1,57,Praha 4,
4+1,220,Praha 1,150000
3+kt,93,Praha 3,60253
1+kt,44,Praha 1,12100
2+1,49,Praha 7,15000
2+kt,70,Praha 7,24500
2+1,62,Praha 4,
1+1,33,Praha 4,
3+kt,109,Praha 4,45000
2+kt,40,Praha,16000
2+kt,43,Praha 4,
2+kt,58,Praha 5,29900
1+kt,48,Praha 8,13000
3+kt,98,Praha 8,40000
4+kt,190,Praha,
4+kt,118,Praha 5,35000
1+kt,42,Praha 1,16000
3+kt,103,Praha 2,39000
2+kt,53,Praha,14500
2+1,60,Praha 1,15500
2+kt,43,Praha 3,20500
4+kt,168,Praha 2,59000
3+kt,70,Praha 2,24000
2+kt,55,Praha 5,15000
1+kt,46,Praha 5,10000
2+kt,67,Praha 7,21800
4+kt,111,Praha 1,39000
2+kt,64,Praha 4,17000
2+kt,60,Praha 1,18680
2+1,55,Praha 5,16500
3+1,135,Praha 2,48000
5+1,198,Praha 6,65000
1+1,45,Praha 1,20000
5+kt,343,Praha 2,175000
3+1,130,Praha 1,55000
5+1,180,Praha 2,120000
4+kt,166,Praha 3,120815
2+kt,52,Praha,15500
2+kt,43,Praha 8,13500
2+1,120,Praha 1,27000
5+kt,220,Praha 6,40000
4+1,181,Praha 5,54000
5+1,202,Praha 2,105000
1+kt,25,Praha 8,12000
4+1,144,Praha 3,44000
2+kt,64,Praha 5,20000
1+kt,38,Praha 2,22000
3+kt,99,Praha 2,52000
2+kt,76,Praha 2,45000
4+kt,200,Praha 3,119000
4+kt,126,Praha 2,71000
2+kt,40,Praha 2,22000
3+1,79,Praha 8,18000
2+kt,58,Praha 5,16000
2+kt,41,Praha 2,18500
1+kt,39,Praha 1,12000
2+1,80,Praha 2,22500
5+1,174,Praha 1,67000
2+kt,42,Praha 1,13000
2+kt,76,Praha 3,25000
2+1,57,Praha 1,19000
4+1,133,Praha 6,27500
3+kt,100,Praha 3,27999
2+kt,61,Praha 1,18700
1+1,35,Praha,10990
4+kt,150,Praha 2,71000
3+kt,87,Praha 2,45000
2+kt,62,Praha 9,18500
3+kt,98,Praha 1,26000
4+kt,100,Praha 6,35000
1+1,40,Praha 2,21000
2+kt,88,Praha 6,28000
3+kt,95,Praha 7,25000
3+kt,88,Praha 6,29000
2+1,64,Praha 6,14500
1+kt,35,Praha 2,21000
2+kt,55,Praha,12500
2+kt,53,Praha 2,24000
1+kt,30,Praha 5,25000
2+kt,42,Praha 2,24000
3+kt,100,Praha,23000
3+1,93,Praha 2,24000
4+kt,148,Praha 2,71000
3+1,96,Praha 2,45000
3+kt,100,Praha 3,31000
2+kt,88,Praha 3,27000
3+1,107,Praha 1,22000
1+kt,31,Praha 4,15000
2+1,86,Praha 5,22500
4+kt,100,Praha 5,30000
