type,size,locality,price
1+kt,36,Praha,15000
2+kt,65,Praha 5,23500
1+kt,35,Praha 5,11500
1+kt,30,Praha 5,10500
4+kt,135,Praha 1,45000
2+kt,60,Praha,16000
2+kt,63,Praha 4,20999
3+kt,117,Praha 3,55245
,202,Praha 6,85000
3+kt,98,Praha 1,55000
4+kt,120,Praha 4,60000
2+1,60,Praha 7,18000
5+1,198,Praha 6,65000
2+1,59,Praha 8,19000
2+kt,57,Praha 8,15900
3+kt,92,Praha 8,30000
2+kt,64,Praha 5,19999
2+1,120,Praha 4,21000
2+kt,20,Praha 6,
2+kt,55,Praha 2,26000
3+kt,104,Praha 6,39000
4+kt,160,Praha,39000
3+kt,92,Praha 5,34000
3+1,130,Praha 1,55000
3+kt,88,Praha 8,20000
4+1,198,Praha 6,65000
2+kt,40,Praha 4,12000
3+kt,85,Praha 1,41000
3+1,95,Praha 5,42000
1+kt,38,Praha 2,28500
3+kt,93,Praha 7,41000
4+kt,142,Praha 7,38000
5+kt,130,Praha 5,30000
4+1,198,Praha 6,65000
3+kt,72,Praha 5,23500
1+1,40,Praha 6,19500
5+1,240,Praha 6,69500
,280,Praha 2,79000
flatshare,23,Praha 3,11000
unusual,550,Praha 2,
4+1,131,Praha 1,90353
4+1,186,Praha 6,33000
4+kt,100,Praha 9,21000
1+kt,42,Praha 1,23000
4+kt,108,Praha 3,31000
3+kt,115,Praha 5,31000
4+kt,227,Praha 3,119000
2+kt,80,Praha 1,32500
3+1,115,Praha 1,52000
2+kt,65,Praha 1,35000
5+kt,320,Praha 6,85000
2+kt,87,Praha 3,35000
3+1,78,Praha 5,
2+kt,67,Praha 3,24000
3+1,165,Praha 5,35000
3+kt,80,Praha 6,17000
2+kt,80,Praha 2,52000
2+1,55,Praha 2,26000
unusual,64,Praha 5,20000
3+1,110,Praha 4,24990
1+1,33,Praha 5,18999
2+kt,64,Praha 5,20000
3+kt,80,Praha,20000
2+kt,58,Praha 1,21000
2+kt,48,Praha 8,18000
2+kt,50,Praha 5,35000
5+kt,220,Praha 6,40000
1+kt,48,Praha 9,13000
2+kt,60,Praha 1,23000
3+kt,85,Praha 8,26000
4+kt,159,Praha 1,42000
1+kt,30,Praha 5,24500
2+kt,50,Praha 5,31500
1+kt,28,Praha,11000
2+kt,52,Praha 4,12000
3+kt,92,Praha 2,31000
3+kt,80,Praha 6,17000
1+kt,70,Praha,24500
2+kt,49,Praha 5,20000
2+kt,50,Praha 2,26000
3+kt,108,Praha 6,44000
5+kt,222,Praha 6,72000
3+1,95,Praha 2,32000
1+kt,15,Praha 5,13700
1+kt,16,Praha 5,13700
4+kt,135,Praha 6,45000
5+kt,225,Praha 5,65000
2+1,85,Praha,34000
5+kt,300,Praha 2,65000
2+1,94,Praha 1,40000
5+1,170,Praha 2,101800
4+kt,120,Praha 5,30000
4+kt,89,Praha 5,39000
3+1,86,Praha 4,16000
1+kt,28,Praha 4,13500
5+kt,186,Praha 6,90000
4+kt,197,Praha 6,120000
5+kt,150,Praha 1,50000
4+kt,140,Praha 2,45000
,280,Praha,65000
4+kt,120,Praha 1,53000
2+kt,83,Praha 1,22000
2+1,105,Praha,
,260,Praha 1,100000
2+kt,46,Praha 9,14900
,260,Praha 1,99000
2+kt,49,Praha 8,19000
1+1,40,Praha 1,29000
2+kt,57,Praha 1,26000
2+1,65,Praha 8,18000
2+kt,46,Praha 8,16000
1+1,36,Praha 8,15000
5+1,307,Praha 1,150000
4+kt,130,Praha,55000
,280,Praha 2,65000
2+kt,50,Praha 3,19500
3+kt,88,Praha 2,29500
5+kt,270,Praha 2,65000
,280,Praha 2,65000
2+1,73,Praha 2,23000
2+1,78,Praha 2,27400
3+1,144,Praha 2,57000
flatshare,13,Praha 4,9500
5+kt,200,Praha 1,120000
5+kt,204,Praha 1,100000
5+kt,250,Praha,65000
4+1,194,Praha 7,75000
5+1,207,Praha 2,75000
3+kt,92,Praha 1,72282
3+kt,95,Praha 9,30750
2+kt,94,Praha 1,40000
3+kt,85,Praha 2,38000
2+kt,48,Praha 2,22000
2+1,55,Praha 5,35000
4+kt,112,Praha 1,32000
1+kt,27,Praha 8,15000
3+1,110,Praha 1,29000
4+kt,111,Praha 8,38000
3+kt,104,Praha 6,39000
,500,Praha 6,145000
2+1,63,Praha 1,20790
2+1,80,Praha 6,27000
5+1,202,Praha 2,95000
3+kt,105,Praha 1,34000
1+kt,44,Praha 2,18000
2+kt,54,Praha 7,16500
5+1,172,Praha 1,45000
unusual,210,Praha 2,90000
2+kt,60,Praha 2,26000
2+1,70,Praha 3,17800
5+1,170,Praha 1,39000
3+kt,95,Praha 2,38000
3+kt,82,Praha 9,20900
4+kt,160,Praha 1,65000
5+kt,235,Praha 1,70000
3+1,102,Praha 1,35000
1+1,25,Praha 3,11500
3+kt,105,Praha 1,49000
1+kt,33,Praha 1,19800
4+kt,104,Praha 5,35000
5+1,202,Praha 2,105000
2+kt,65,Praha 5,24000
3+kt,80,Praha,38000
3+kt,87,Praha 2,38000
3+kt,105,Praha 1,65000
2+1,126,Praha 1,38000
3+kt,93,Praha 7,41000
2+1,73,Praha 1,43000
2+1,73,Praha 1,43000
2+kt,57,Praha,19999
unusual,214,Praha 7,75000
3+kt,137,Praha 8,40000
1+kt,49,Praha 1,25000
3+kt,93,Praha 7,41000
,200,Praha 5,80000
2+1,80,Praha 6,24500
1+kt,27,Praha 3,16000
3+1,94,Praha 5,42000
3+1,94,Praha 5,42000
4+kt,110,Praha,29900
3+kt,92,Praha 1,50000
2+kt,80,Praha 5,24000
1+kt,31,Praha 3,14500
3+1,100,Praha 1,29000
4+1,200,Praha 1,35000
4+kt,120,Praha 1,56000
4+kt,120,Praha 1,55000
4+kt,120,Praha 1,53000
1+kt,54,Praha,15000
1+kt,44,Praha,18000
3+1,85,Praha 4,23000
1+kt,45,Praha 5,
unusual,99,Praha 5,
2+kt,77,Praha 1,75000
3+1,76,Praha 6,21000
4+kt,120,Praha 1,54000
5+1,202,Praha 2,105000
4+kt,110,Praha 2,60000
2+kt,81,Praha 3,22000
2+1,127,Praha 1,50000
2+1,57,Praha 2,20990
5+kt,228,Praha 4,39000
3+1,144,Praha 2,58000
1+kt,36,Praha 5,17000
2+1,105,Praha 2,30000
3+kt,75,Praha 5,15000
1+kt,48,Praha 5,25410
3+kt,97,Praha 5,40000
3+kt,83,Praha 5,30000
3+kt,93,Praha 7,41000
unusual,195,Praha 7,75000
4+kt,195,Praha 7,75000
3+kt,78,Praha 6,20000
5+kt,300,Praha 5,70000
4+kt,122,Praha 1,56000
3+kt,85,Praha 1,25000
3+1,95,Praha 1,22500
3+kt,85,Praha 2,45000
5+kt,170,Praha 2,55000
3+1,95,Praha 1,24500
2+1,63,Praha 1,20790
1+kt,44,Praha 2,18000
3+kt,87,Praha 2,30000
4+1,184,Praha 1,95000
4+1,181,Praha 5,54000
2+kt,67,Praha 1,40000
5+kt,204,Praha 1,69000
5+kt,172,Praha 1,59000
4+kt,110,Praha 2,60000
2+kt,68,Praha 2,28000
3+1,110,Praha 1,29000
2+kt,67,Praha 1,35000
1+kt,70,Praha 5,19000
1+kt,44,Praha 2,18000
1+kt,44,Praha 2,18000
3+kt,100,Praha 6,30000
5+kt,220,Praha 1,100000
3+kt,117,Praha 1,63000
4+kt,118,Praha 5,35000
3+kt,70,Praha 1,17600
,300,Praha 4,65000
1+kt,50,Praha 6,22000
3+1,126,Praha 5,37000
2+kt,48,Praha 3,21000
3+1,144,Praha 2,58000
4+kt,120,Praha 3,50000
3+kt,120,Praha 1,33000
1+1,38,Praha 1,29000
2+1,45,Praha,18800
3+kt,72,Praha,25000
1+kt,30,Praha 5,25000
4+kt,143,Praha 1,50000
3+kt,68,Praha 2,28000
2+kt,64,Praha 5,19000
2+1,63,Praha 1,20790
5+1,178,Praha 6,65000
,219,Praha 1,99000
3+kt,116,Praha 3,55245
5+1,206,Praha 2,75000
2+kt,35,Praha 2,17000
1+kt,50,Praha 5,17000
4+kt,160,Praha 1,55000
4+kt,135,Praha,47500
2+kt,45,Praha 5,23000
4+1,145,Praha 5,35000
2+1,55,Praha 2,17000
2+1,80,Praha 1,54000
3+kt,115,Praha 8,39000
4+kt,107,Praha 5,37000
3+kt,93,Praha 2,39500
4+kt,170,Praha 2,55000
1+kt,30,Praha 9,13500
4+1,90,Praha 1,33000
1+kt,28,Praha 1,12000
2+kt,55,Praha 4,16000
3+1,104,Praha 5,30000
2+kt,45,Praha 5,22000
1+1,50,Praha 5,19000
3+kt,138,Praha 1,50000
4+kt,110,Praha 1,30000
2+kt,50,Praha 3,19500
4+kt,109,Praha 5,37000
4+kt,94,Praha 7,39000
3+1,108,Praha 7,39000
2+1,62,Praha 9,16000
4+1,220,Praha 1,35000
2+1,90,Praha 2,25900
4+kt,193,Praha 6,55000
4+kt,116,Praha 9,24000
5+1,178,Praha 6,65000
2+kt,72,Praha,22000
3+1,103,Praha 2,42000
4+kt,126,Praha 2,71000
unusual,45,Praha 8,14000
4+1,116,Praha 1,47000
3+1,129,Praha 2,70000
5+kt,250,Praha 3,95000
3+kt,136,Praha 1,33000
3+kt,136,Praha 1,33000
1+1,29,Praha 5,17500
3+1,140,Praha 3,45000
1+kt,30,Praha 5,20000
4+kt,120,Praha,22000
3+1,103,Praha 2,39000
2+kt,65,Praha 1,35000
3+1,144,Praha 2,57000
1+kt,32,Praha 5,13000
3+kt,92,Praha 2,38000
2+kt,60,Praha 1,17000
1+1,35,Praha 9,14000
unusual,40,Praha 1,17000
3+kt,100,Praha 9,21000
4+kt,119,Praha 1,54000
3+kt,165,Praha 5,35000
4+kt,145,Praha 3,44000
3+kt,75,Praha 6,22000
4+1,133,Praha 6,39000
4+1,203,Praha 1,90000
1+1,60,Praha 1,59000
3+kt,93,Praha 2,40000
1+kt,40,Praha 2,21000
3+kt,85,Praha 2,36000
3+1,108,Praha 7,38000
2+kt,60,Praha 2,26000
2+kt,56,Praha 2,24000
1+1,53,Praha 2,22000
4+kt,271,Praha 4,45000
2+kt,34,Praha 2,22000
2+kt,42,Praha 2,24000
2+1,88,Praha 1,38000
3+1,74,Praha 3,29900
2+kt,40,Praha 2,22000
,200,Praha,79900
3+kt,85,Praha 2,36000
3+kt,93,Praha 3,30000
4+kt,110,Praha 2,60000
3+kt,91,Praha 2,45000
2+kt,38,Praha 2,21000
4+1,162,Praha 1,60000
3+1,120,Praha 6,25000
1+kt,37,Praha 6,18000
2+kt,40,Praha 6,22000
4+kt,107,Praha 1,45000
2+kt,48,Praha 2,24000
3+kt,116,Praha 3,55245
3+kt,116,Praha 3,55245
3+1,90,Praha 4,18000
2+kt,87,Praha 3,40000
flatshare,25,Praha 1,9500
3+1,105,Praha 6,23000
3+kt,100,Praha 2,43000
3+kt,65,Praha 6,34000
5+kt,172,Praha 1,59000
4+kt,100,Praha 5,28000
4+1,110,Praha 5,20500
1+kt,35,Praha 2,21000
flatshare,20,Praha 4,4500
,200,Praha 5,79900
2+kt,59,Praha 8,23500
4+kt,140,Praha 2,45000
2+kt,50,Praha 2,28000
2+kt,82,Praha 1,37000
1+1,44,Praha 1,19000
3+1,119,Praha 1,48000
3+kt,145,Praha 7,48000
3+1,117,Praha 1,47000
2+kt,55,Praha 5,35000
1+kt,25,Praha 5,27500
,300,Praha 6,90000
3+kt,84,Praha 5,30000
4+kt,117,Praha 5,35000
2+kt,65,Praha 9,16000
2+kt,50,Praha 5,35000
3+kt,104,Praha 6,39000
1+kt,30,Praha 5,27500
3+kt,130,Praha 2,57000
1+kt,93,Praha 9,16000
3+kt,136,Praha 1,33000
2+kt,60,Praha 2,26000
2+kt,75,Praha 2,29000
2+kt,76,Praha 2,32000
2+kt,53,Praha 6,22000
2+kt,54,Praha 2,29000
2+kt,42,Praha 2,26000
1+kt,35,Praha 5,10500
,200,Praha 5,79900
2+kt,75,Praha 2,32000
2+kt,45,Praha 2,27000
1+1,40,Praha 2,21000
3+1,103,Praha 2,42000
2+1,80,Praha 7,22500
3+1,91,Praha 2,31500
4+kt,118,Praha 1,53000
,200,Praha 5,79900
4+1,203,Praha 1,90000
3+kt,106,Praha 4,35000
3+kt,65,Praha 4,19000
1+kt,24,Praha 1,15000
2+kt,46,Praha 5,11000
3+1,96,Praha 1,26000
2+kt,67,Praha 2,39300
3+kt,105,Praha 2,60500
1+kt,32,Praha 2,24000
2+kt,42,Praha 2,24000
2+kt,60,Praha 2,24000
4+kt,110,Praha 2,60000
2+kt,56,Praha 3,21000
2+kt,65,Praha 1,26000
3+1,110,Praha 1,50000
3+kt,99,Praha 1,49900
5+kt,155,Praha 8,29900
2+kt,56,Praha 2,24000
1+kt,34,Praha 5,13000
2+1,53,Praha 4,15000
3+1,117,Praha 6,28500
3+kt,96,Praha,36000
2+kt,65,Praha 6,16500
2+kt,50,Praha 5,20000
4+kt,95,Praha 5,35000
4+kt,150,Praha 6,48000
1+1,41,Praha 7,18500
3+kt,115,Praha 2,40000
1+kt,35,Praha 2,21000
3+1,110,Praha 1,48000
3+1,112,Praha 1,42000
3+1,115,Praha 1,48000
3+kt,200,Praha 2,61000
3+1,104,Praha 1,52000
2+kt,56,Praha 2,24000
1+kt,45,Praha 6,24000
1+1,40,Praha 2,22000
4+1,184,Praha 1,100000
4+kt,135,Praha 3,93709
4+kt,135,Praha 3,90611
4+kt,166,Praha 3,120815
4+1,184,Praha 1,95000
4+kt,93,Praha 1,31500
2+1,63,Praha 1,20790
2+1,69,Praha 2,18000
4+kt,135,Praha 3,90611
4+kt,139,Praha 3,120815
3+kt,90,Praha 6,34000
5+kt,134,Praha 5,50000
3+1,220,Praha 1,95000
2+kt,65,Praha 2,22000
4+kt,110,Praha 2,60000
4+kt,110,Praha,60000
2+kt,80,Praha 1,32500
3+1,110,Praha 1,42980
3+kt,94,Praha 2,35900
1+kt,25,Praha 1,16500
2+1,63,Praha 1,20790
2+kt,66,Praha 1,24000
2+kt,65,Praha 6,22000
3+kt,80,Praha 5,25000
3+1,99,Praha 5,27000
2+kt,47,Praha 5,27000
3+1,130,Praha,40000
1+kt,41,Praha 4,14900
4+kt,142,Praha 3,120815
2+kt,90,Praha 3,40272
3+kt,78,Praha 1,26000
4+1,251,Praha 1,59000
3+1,144,Praha 2,58000
2+1,70,Praha 7,20000
1+kt,35,Praha 2,22000
4+kt,120,Praha 1,55000
2+kt,89,Praha 3,40272
2+1,63,Praha 1,23780
4+1,184,Praha 1,100000
4+1,203,Praha 1,90000
2+1,51,Praha 4,12500
5+1,188,Praha 6,60000
4+kt,142,Praha 3,120815
2+1,63,Praha 1,23780
3+1,110,Praha 1,42980
2+1,63,Praha 1,23780
3+1,110,Praha 1,42980
1+kt,48,Praha,19000
3+kt,78,Praha 2,33000
3+kt,76,Praha 5,28000
2+kt,63,Praha 6,23000
3+kt,102,Praha 1,72600
2+1,68,Praha 1,19000
3+kt,120,Praha 5,49000
4+kt,98,Praha 5,48000
2+1,80,Praha 4,24000
2+kt,66,Praha 9,17000
2+kt,62,Praha 8,25000
1+kt,32,Praha 5,20652
1+1,40,Praha 2,21000
2+kt,78,Praha 6,19500
3+kt,116,Praha 3,55245
3+1,120,Praha 1,100679
3+kt,112,Praha 3,55245
2+kt,65,Praha 1,35000
1+kt,35,Praha 2,35000
2+1,120,Praha 3,34000
2+kt,45,Praha 2,24000
3+kt,64,Praha 1,31000
3+kt,84,Praha 7,29000
1+kt,40,Praha 1,31000
1+kt,35,Praha 2,30000
2+kt,81,Praha,20570
1+kt,33,Praha,15000
1+kt,27,Praha 1,12000
4+kt,167,Praha 5,40000
3+kt,93,Praha 7,30000
3+kt,100,Praha 6,21000
3+kt,126,Praha 2,44500
unusual,216,Praha 3,50000
4+1,125,Praha 1,45000
3+kt,170,Praha 1,45000
2+kt,75,Praha 1,35000
4+1,140,Praha 1,49500
unusual,126,Praha 7,41000
5+1,200,Praha 4,55000
3+1,154,Praha 1,59000
2+kt,42,Praha 5,28500
1+kt,32,Praha 6,9000
2+1,62,Praha 5,17000
,225,Praha 5,70000
5+1,225,Praha 5,65000
2+kt,75,Praha 2,32000
2+kt,54,Praha 2,27000
2+kt,53,Praha 2,27000
3+1,95,Praha 5,42000
4+kt,205,Praha 7,77000
4+1,140,Praha 1,65000
5+kt,170,Praha 2,55000
1+kt,92,Praha 6,22000
2+1,56,Praha 3,25000
1+kt,13,Praha 5,12700
4+1,124,Praha 1,82608
3+1,144,Praha 2,57000
2+1,75,Praha 2,29000
3+1,94,Praha 5,42000
3+1,143,Praha 3,45000
2+kt,92,Praha 1,47000
3+1,65,Praha 3,15000
unusual,234,Praha 1,50000
4+kt,119,Praha 5,45000
3+kt,120,Praha 1,35000
3+1,77,Praha 4,26000
3+1,105,Praha 1,50000
1+kt,35,Praha 2,21000
4+kt,165,Praha 3,120815
2+1,72,Praha 2,25500
3+kt,145,Praha 7,48000
5+1,175,Praha 6,65000
3+1,106,Praha 7,38000
3+kt,106,Praha 7,38000
2+kt,40,Praha 8,19000
1+kt,15,Praha 5,13700
4+kt,188,Praha 2,55000
4+1,181,Praha 5,54000
3+1,73,Praha 1,36400
2+kt,65,Praha 2,50000
3+kt,64,Praha 1,31000
3+1,136,Praha 1,33000
2+kt,92,Praha 1,47000
4+1,181,Praha 5,54000
3+kt,122,Praha 2,35000
2+1,112,Praha 1,47000
2+1,94,Praha 1,40000
4+1,170,Praha 1,78000
3+kt,114,Praha 2,50000
2+kt,92,Praha 1,47000
3+kt,65,Praha 1,31000
2+kt,62,Praha 6,35000
3+kt,85,Praha 2,36000
1+1,40,Praha 2,21000
1+kt,33,Praha,20000
2+kt,50,Praha 8,22000
2+1,84,Praha 1,32000
3+1,73,Praha 1,36400
5+kt,170,Praha 2,55000
3+kt,152,Praha 6,30000
4+1,125,Praha 1,45000
3+1,85,Praha 2,38000
2+kt,57,Praha,35000
3+kt,84,Praha 1,41000
3+kt,85,Praha 2,38000
3+1,99,Praha 2,49800
2+kt,45,Praha 2,27000
2+1,94,Praha 1,40000
3+kt,93,Praha 2,40000
4+kt,440,Praha 5,140000
2+kt,42,Praha 2,26000
2+kt,38,Praha 2,21000
3+kt,94,Praha 2,46450
3+kt,92,Praha 2,46450
3+kt,107,Praha 2,52000
3+kt,107,Praha 2,55000
1+kt,43,Praha 2,18000
2+1,70,Praha 2,20000
2+kt,68,Praha 5,18500
2+kt,68,Praha 2,25000
3+1,87,Praha 2,30000
3+1,87,Praha 2,30000
2+kt,70,Praha 2,26000
2+kt,43,Praha 6,15000
2+kt,48,Praha 2,24000
2+1,73,Praha 2,23000
3+kt,69,Praha 1,31000
2+kt,50,Praha 8,23500
2+kt,47,Praha 2,30600
2+kt,82,Praha 1,37000
3+kt,104,Praha 6,39000
3+1,103,Praha 2,42000
5+1,275,Praha 6,55000
4+1,184,Praha 1,95000
1+kt,45,Praha 5,17500
4+kt,97,Praha 8,22000
2+kt,60,Praha 8,22500
1+kt,30,Praha 8,17000
2+1,72,Praha 1,25000
2+kt,50,Praha 5,32000
2+kt,38,Praha 2,21000
4+kt,136,Praha 3,93709
2+kt,77,Praha 1,41500
1+kt,30,Praha 5,27500
unusual,104,Praha 6,39000
3+kt,173,Praha 5,
3+kt,60,Praha 9,23000
2+kt,89,Praha 3,40272
4+kt,135,Praha 3,93709
2+kt,48,Praha 8,20700
2+kt,50,Praha 8,22700
3+1,100,Praha 5,42000
3+kt,94,Praha 2,35000
2+kt,45,Praha,22000
4+kt,144,Praha 2,58000
1+kt,44,Praha 5,17500
2+kt,47,Praha 6,23000
2+kt,49,Praha 6,23000
1+kt,40,Praha 3,16000
3+1,103,Praha 2,42000
1+kt,35,Praha 2,21000
1+kt,35,Praha 2,21000
3+kt,80,Praha 2,36000
2+kt,50,Praha 2,28000
4+1,117,Praha 1,85000
2+kt,54,Praha,19000
1+kt,29,Praha 5,25000
3+kt,71,Praha 1,60000
1+1,40,Praha 2,21000
2+1,92,Praha 1,45000
1+kt,35,Praha,21000
5+1,190,Praha 1,95000
3+kt,81,Praha 1,23000
3+1,143,Praha 3,45000
5+1,189,Praha 1,90000
3+1,104,Praha 1,53000
2+kt,75,Praha 2,32000
3+1,94,Praha 1,24000
3+1,100,Praha 2,35000
1+1,34,Praha 2,22000
2+kt,94,Praha 1,40000
2+kt,55,Praha 1,19000
2+kt,38,Praha 2,19800
2+kt,38,Praha 2,19800
3+kt,104,Praha 6,39000
4+kt,155,Praha 1,50000
1+kt,31,Praha 5,27500
1+kt,30,Praha 5,27500
3+kt,72,Praha 2,35000
2+kt,72,Praha 1,29000
1+kt,34,Praha 9,14000
3+1,102,Praha 1,53000
2+kt,34,Praha 2,22000
1+1,40,Praha 2,21000
2+kt,54,Praha 2,27000
3+1,75,Praha 5,23000
1+kt,50,Praha 8,18200
2+1,85,Praha 6,28000
2+kt,229,Praha 5,55000
3+1,104,Praha 1,52000
3+kt,92,Praha 2,38000
5+1,200,Praha 7,60000
1+kt,35,Praha 2,21000
3+1,115,Praha 1,52000
1+kt,35,Praha 2,21000
3+kt,85,Praha 2,36000
5+1,201,Praha 1,90000
3+1,173,Praha 1,85000
3+1,103,Praha 2,45177
4+kt,152,Praha 2,71000
5+kt,222,Praha 6,72000
,236,Praha 4,70000
2+1,65,Praha 8,15980
3+kt,125,Praha 2,44500
1+kt,30,Praha 5,27500
5+kt,250,Praha 3,95000
3+1,92,Praha,21000
4+kt,118,Praha 5,35000
4+kt,92,Praha 4,26000
3+kt,140,Praha 1,75000
4+1,178,Praha 1,45000
2+kt,67,Praha 1,35000
3+kt,73,Praha 6,21000
4+1,180,Praha 2,120000
4+kt,98,Praha 1,65000
5+1,184,Praha 1,95000
3+1,103,Praha 2,39000
3+kt,104,Praha 5,32000
3+kt,93,Praha 2,40000
1+kt,37,Praha,16900
2+kt,42,Praha 2,21000
3+kt,80,Praha 2,36000
4+1,184,Praha 1,100000
4+kt,106,Praha 1,45000
3+1,135,Praha 2,38000
4+kt,142,Praha 3,120815
4+kt,170,Praha 3,120815
4+1,164,Praha 4,59999
3+kt,64,Praha 1,31000
2+kt,55,Praha,23000
1+kt,35,Praha 2,21000
4+kt,137,Praha 3,90611
3+kt,149,Praha 1,65000
1+kt,50,Praha 8,18200
5+1,197,Praha 1,100000
4+kt,440,Praha 5,140000
3+kt,104,Praha 1,48000
3+kt,124,Praha 1,53000
3+1,85,Praha 2,38000
3+kt,130,Praha 1,59000
1+1,39,Praha 5,27500
1+kt,20,Praha 9,8000
3+kt,129,Praha 1,53000
1+kt,35,Praha 2,19000
1+kt,35,Praha 2,21000
1+kt,35,Praha 2,21000
,208,Praha 2,79900
unusual,219,Praha 1,99000
2+kt,60,Praha 2,57700
5+1,197,Praha 1,100000
2+1,55,Praha 5,35000
3+1,84,Praha 1,25990
3+kt,178,Praha 1,
2+kt,60,Praha 2,35000
5+1,180,Praha 2,120000
2+kt,92,Praha 2,35000
1+kt,31,Praha 5,27500
1+kt,30,Praha 5,20000
2+1,94,Praha 1,40000
2+kt,43,Praha 2,67119
2+kt,60,Praha,24000
2+kt,40,Praha 8,18000
2+kt,60,Praha 2,69000
1+kt,33,Praha 2,45000
1+1,42,Praha 5,20000
